accession	NCBI_COG	NCBI_COG_Description	PathwayID	Pathway	NCBI_COG_evalue
GCA_000017945-FLGBHGLA_07150	-	-	-	-	-
GCA_000017945-FLGBHGLA_07160	COG1222	ATP-dependent_26S_proteasome_regulatory_subunit	O	-	1.6e-233
GCA_000017945-FLGBHGLA_07170	COG1786	Mevalonate_5-phosphate_dehydratase_subunit_2,_swiveling_domain_(modified_mevalonate_pathway)	I	-	3.1e-28
GCA_000017945-FLGBHGLA_07180	COG1679	Mevalonate_5-phosphate_dehydratase_subunit_1,_aconitase_superfamily_(modified_mevalonate_pathway)	I	-	1.4e-122
GCA_000017945-FLGBHGLA_07190	COG0149	Triosephosphate_isomerase	G	Glycolysis	2.9e-26
GCA_000017945-FLGBHGLA_07200	COG1500	Ribosome_maturation_protein_Sdo1	J	-	3.3e-100
GCA_000017945-FLGBHGLA_07210	COG2896	GTP_3',8-cyclase_(molybdenum_cofactor_biosynthesis_protein_MoaA)	H	Molybdopterin_biosynthesis	2.8e-75
GCA_000017945-FLGBHGLA_07220	-	-	-	-	-
GCA_000017945-FLGBHGLA_07230	-	-	-	-	-
GCA_000017945-FLGBHGLA_07240	COG1719	Predicted_hydrocarbon_binding_protein,_contains_4VR_domain	R	-	8.1e-28
GCA_000017945-FLGBHGLA_07250	COG1321	Mn-dependent_transcriptional_regulator_MntR,_DtxR_family	K	-	2.4e-29
GCA_000017945-FLGBHGLA_07260	COG0011	Thiamin-binding_stress-response_protein_YqgV,_UPF0045_family	H	-	1.3e-21
GCA_000017945-FLGBHGLA_07270	COG2236	Hypoxanthine_phosphoribosyltransferase	H	Purine_salvage	4.1e-40
GCA_000017945-FLGBHGLA_07280	COG0644	Dehydrogenase_(flavoprotein)	C	-	2.8e-27
GCA_000017945-FLGBHGLA_07290	COG1522	DNA-binding_transcriptional_regulator,_Lrp_family	K	-	5.2e-29
GCA_000017945-FLGBHGLA_07300	COG0037	tRNA(Ile)-lysidine_synthase_TilS/MesJ	J	tRNA_modification	2.4e-33
GCA_000017945-FLGBHGLA_07310	COG1031	Radical_SAM_superfamily_enzyme_with_C-terminal_helix-hairpin-helix_motif	R	-	8e-176
GCA_000017945-FLGBHGLA_07320	COG4997	Predicted_house-cleaning_noncanonical_NTP_pyrophosphatase,_all-alpha_NTP-PPase_(MazG)_superfamily	R	-	1.2e-17
GCA_000017945-FLGBHGLA_07330	COG4742	Predicted_transcriptional_regulator,_contains_HTH_domain	K	-	8.9e-09
GCA_000017945-FLGBHGLA_07340	-	-	-	-	-
GCA_000017945-FLGBHGLA_07350	COG5542	Mannosyltransferase_related_to_Gpi18	G	-	2.1e-13
GCA_000017945-FLGBHGLA_07360	-	-	-	-	-
GCA_000017945-FLGBHGLA_07370	-	-	-	-	-
GCA_000017945-FLGBHGLA_07380	COG3451	Type_IV_secretory_pathway,_VirB4_component	U	-	5.6e-43
GCA_000017945-FLGBHGLA_07390	-	-	-	-	-
GCA_000017945-FLGBHGLA_07400	COG5270	PUA_domain_(predicted_RNA-binding_domain)	J	-	3.6e-184
GCA_000017945-FLGBHGLA_07410	-	-	-	-	-
GCA_000017945-FLGBHGLA_07420	COG4882	Predicted_aminopeptidase,_Iap_family	R	-	1.7e-07
GCA_000017945-FLGBHGLA_07430	COG1990	Peptidyl-tRNA_hydrolase	J	-	8.2e-41
GCA_000017945-FLGBHGLA_07440	COG2419	tRNA_(A,G)9-N-methylase_TRM10	J	tRNA_modification	7.5e-93
GCA_000017945-FLGBHGLA_07450	COG0455	MinD-like_ATPase_FlhG/YlxH,_activator_of_the_FlhF-type_GTPase	DN	-	4.7e-24
GCA_000017945-FLGBHGLA_07460	COG2053	Ribosomal_protein_S28E/S33	J	Archaeal_ribosomal_proteins	5e-39
GCA_000017945-FLGBHGLA_07470	COG2075	Ribosomal_protein_L24E	J	Archaeal_ribosomal_proteins	7e-26
GCA_000017945-FLGBHGLA_07480	COG0105	Nucleoside_diphosphate_kinase	F	Pyrimidine_biosynthesis	4.6e-58
GCA_000017945-FLGBHGLA_07490	-	-	-	-	-
GCA_000017945-FLGBHGLA_07500	-	-	-	-	-
GCA_000017945-FLGBHGLA_07510	COG0002	N-acetyl-gamma-glutamylphosphate_reductase	E	Arginine_biosynthesis	1.2e-120
GCA_000017945-FLGBHGLA_07520	COG0559	Branched-chain_amino_acid_ABC-type_transport_system,_permease_component	E	-	1.4e-62
GCA_000017945-FLGBHGLA_07530	COG4177	ABC-type_branched-chain_amino_acid_transport_system,_permease_component	E	-	2.2e-78
GCA_000017945-FLGBHGLA_07540	COG0411	ABC-type_branched-chain_amino_acid_transport_system,_ATPase_component_LivG	E	-	1.6e-92
GCA_000017945-FLGBHGLA_07550	COG0410	ABC-type_branched-chain_amino_acid_transport_system,_ATPase_component_LivF	E	-	7.9e-86
GCA_000017945-FLGBHGLA_07560	COG0528	Uridylate_kinase	F	Pyrimidine_biosynthesis	4.8e-38
GCA_000017945-FLGBHGLA_07570	-	-	-	-	-
GCA_000017945-FLGBHGLA_07580	COG0433	Archaeal_DNA_helicase_HerA_or_a_related_bacterial_ATPase,_contains_HAS-barrel_and_ATPase_domains	L	-	2.6e-58
GCA_000017945-FLGBHGLA_07590	COG1630	ssDNA_and_dsDNA_5'-3'_nuclease_NurA,_repair_of_double-stranded_DNA_breaks	L	-	2.4e-61
GCA_000017945-FLGBHGLA_07600	-	-	-	-	-
GCA_000017945-FLGBHGLA_07610	-	-	-	-	-
GCA_000017945-FLGBHGLA_07620	COG0260	Leucyl_aminopeptidase	E	-	1.5e-131
GCA_000017945-FLGBHGLA_07630	-	-	-	-	-
GCA_000017945-FLGBHGLA_07640	-	-	-	-	-
GCA_000017945-FLGBHGLA_07650	COG0455	MinD-like_ATPase_FlhG/YlxH,_activator_of_the_FlhF-type_GTPase	DN	-	2.2e-26
GCA_000017945-FLGBHGLA_07660	-	-	-	-	-
GCA_000017945-FLGBHGLA_07670	-	-	-	-	-
GCA_000017945-FLGBHGLA_07680	-	-	-	-	-
GCA_000017945-FLGBHGLA_07690	-	-	-	-	-
GCA_000017945-FLGBHGLA_07700	-	-	-	-	-
GCA_000017945-FLGBHGLA_07710	COG0620	Methionine_synthase_II_(cobalamin-independent)	E	Methionine_biosynthesis	8.4e-94
GCA_000017945-FLGBHGLA_07720	COG0620	Methionine_synthase_II_(cobalamin-independent)	E	Methionine_biosynthesis	1.3e-43
GCA_000017945-FLGBHGLA_07730	COG4106	Trans-aconitate_methyltransferase	C	-	3.8e-16
GCA_000017945-FLGBHGLA_07740	COG1474	Cdc6-related_protein,_AAA_superfamily_ATPase	L	-	4.6e-13
GCA_000017945-FLGBHGLA_07750	COG2106	Predicted_RNA_methylase_MTH1,_SPOUT_superfamily	R	-	5.3e-58
GCA_000017945-FLGBHGLA_07760	-	-	-	-	-
GCA_000017945-FLGBHGLA_07770	COG0136	Aspartate-semialdehyde_dehydrogenase	E	Lysine_biosynthesis	4.1e-79
GCA_000017945-FLGBHGLA_07780	-	-	-	-	-
GCA_000017945-FLGBHGLA_07790	COG0040	ATP_phosphoribosyltransferase	E	Histidine_biosynthesis	3.9e-66
GCA_000017945-FLGBHGLA_07800	-	-	-	-	-
GCA_000017945-FLGBHGLA_07810	COG0283	Cytidylate_kinase	F	-	8.3e-10
GCA_000017945-FLGBHGLA_07820	COG0455	MinD-like_ATPase_FlhG/YlxH,_activator_of_the_FlhF-type_GTPase	DN	-	2.2e-33
GCA_000017945-FLGBHGLA_07830	COG1577	Mevalonate_kinase	I	Isoprenoid_biosynthesis	1.9e-75
GCA_000017945-FLGBHGLA_07840	-	-	-	-	-
GCA_000017945-FLGBHGLA_07850	COG1698	Uncharacterized_conserved_protein,_UPF0147_family	S	-	3.5e-38
GCA_000017945-FLGBHGLA_07860	COG2306	Predicted_RNA-binding_protein,_associated_with_RNAse_of_E/G_family,_DUF402_domain	R	-	2.1e-20
GCA_000017945-FLGBHGLA_07870	-	-	-	-	-
GCA_000017945-FLGBHGLA_07880	COG0575	CDP-diglyceride_synthetase	I	Phospholipid_biosynthesis	1.4e-12
GCA_000017945-FLGBHGLA_07890	COG2260	rRNA_maturation_protein_Nop10,_contains_Zn-ribbon_domain	J	16S_rRNA_modification	3.4e-15
GCA_000017945-FLGBHGLA_07900	COG1093	Translation_initiation_factor_2,_alpha_subunit_(eIF-2alpha)	J	Translation_factors	1.2e-97
GCA_000017945-FLGBHGLA_07910	COG1931	Predicted_RNA_binding_protein_with_dsRBD_fold,_UPF0201_family	R	-	2.8e-50
GCA_000017945-FLGBHGLA_07920	COG2007	Ribosomal_protein_S8E	J	Archaeal_ribosomal_proteins	1.4e-52
GCA_000017945-FLGBHGLA_07930	COG1400	Signal_recognition_particle_subunit_SEC65	U	-	8.1e-31
GCA_000017945-FLGBHGLA_07940	COG3277	rRNA_processing_protein_Gar1	J	16S_rRNA_modification	1.7e-08
GCA_000017945-FLGBHGLA_07950	COG1405	Transcription_initiation_factor_TFIIIB,_Brf1_subunit/Transcription_initiation_factor_TFIIB	K	-	2.5e-32
GCA_000017945-FLGBHGLA_07960	-	-	-	-	-
GCA_000017945-FLGBHGLA_07970	-	-	-	-	-
GCA_000017945-FLGBHGLA_07980	COG0107	Imidazole_glycerol_phosphate_synthase_subunit_HisF	E	Histidine_biosynthesis	1e-122
GCA_000017945-FLGBHGLA_07990	-	-	-	-	-
GCA_000017945-FLGBHGLA_08000	COG0472	UDP-N-acetylmuramyl_pentapeptide_phosphotransferase/UDP-N-acetylglucosamine-1-phosphate_transferase	M	Mureine_biosynthesis	7.5e-43
GCA_000017945-FLGBHGLA_08010	-	-	-	-	-
GCA_000017945-FLGBHGLA_08020	COG2407	L-fucose_isomerase_or_related_protein	G	-	3.2e-60
GCA_000017945-FLGBHGLA_08030	COG2139	Ribosomal_protein_L21E	J	Archaeal_ribosomal_proteins	6.5e-36
GCA_000017945-FLGBHGLA_08040	COG0720	6-pyruvoyl-tetrahydropterin_synthase	H	tRNA_modification	1.2e-19
GCA_000017945-FLGBHGLA_08050	-	-	-	-	-
GCA_000017945-FLGBHGLA_08060	-	-	-	-	-
GCA_000017945-FLGBHGLA_08070	COG1094	rRNA_processing_protein_Krr1/Pno1,_contains_KH_domain	J	-	3.3e-27
GCA_000017945-FLGBHGLA_08080	COG1665	Predicted_nucleotidyltransferase_AF1967	R	-	1.3e-56
GCA_000017945-FLGBHGLA_08090	-	-	-	-	-
GCA_000017945-FLGBHGLA_08100	-	-	-	-	-
GCA_000017945-FLGBHGLA_08110	COG1712	L-aspartate_dehydrogenase,_NAD(P)-dependent	E	-	4.2e-40
GCA_000017945-FLGBHGLA_08120	COG2102	Diphthamide_synthase_(EF-2-diphthine--ammonia_ligase)	J	-	7.5e-57
GCA_000017945-FLGBHGLA_08130	COG0794	D-arabinose_5-phosphate_isomerase_GutQ	GM	-	1.8e-52
GCA_000017945-FLGBHGLA_08140	COG1533	DNA_repair_photolyase	L	-	9.3e-62
GCA_000017945-FLGBHGLA_08150	-	-	-	-	-
GCA_000017945-FLGBHGLA_08160	COG1756	rRNA_pseudouridine-1189_N-methylase_Emg1,_Nep1/Mra1_family	J	-	4.3e-82
GCA_000017945-FLGBHGLA_08170	-	-	-	-	-
GCA_000017945-FLGBHGLA_08180	COG1997	Ribosomal_protein_L37AE/L43A	J	Archaeal_ribosomal_proteins	4.1e-19
GCA_000017945-FLGBHGLA_08190	COG2136	rRNA_maturation_protein_Rpf1,_contains_Brix/IMP4_(anticodon-binding)_domain	J	16S_rRNA_modification	1.7e-48
GCA_000017945-FLGBHGLA_08200	COG2892	tRNA_threonylcarbamoyladenosine_modification_(KEOPS)_complex,__Pcc1_subunit	J	tRNA_modification	9.9e-16
GCA_000017945-FLGBHGLA_08210	COG1100	GTPase_SAR1_family_domain	R	-	8.7e-15
GCA_000017945-FLGBHGLA_08220	-	-	-	-	-
GCA_000017945-FLGBHGLA_08230	-	-	-	-	-
GCA_000017945-FLGBHGLA_08240	COG0501	Zn-dependent_protease_with_chaperone_function	O	-	1.4e-37
GCA_000017945-FLGBHGLA_08250	COG2271	Sugar_phosphate_permease	G	-	3.6e-12
GCA_000017945-FLGBHGLA_08260	COG0437	Fe-S-cluster-containing_dehydrogenase_component_(DMSO_reductase)	C	-	8.8e-47
GCA_000017945-FLGBHGLA_08270	COG5013	Nitrate_reductase_alpha_subunit	CP	-	1.4e-42
GCA_000017945-FLGBHGLA_08280	COG3301	Nitrite/polysulfide_reductase,_membrane_component_NrfD/PsrC	P	-	8.1e-10
GCA_000017945-FLGBHGLA_08290	COG1304	FMN-dependent_dehydrogenase,_includes_L-lactate_dehydrogenase_and_type_II_isopentenyl_diphosphate_isomerase	CIR	Isoprenoid_biosynthesis	2.1e-54
GCA_000017945-FLGBHGLA_08300	COG0131	Imidazoleglycerol_phosphate_dehydratase_HisB	E	Histidine_biosynthesis	9.7e-58
GCA_000017945-FLGBHGLA_08310	-	-	-	-	-
GCA_000017945-FLGBHGLA_08320	COG5306	Uncharacterized_conserved_protein_MJ1470,_contains_DUF2341_domain,_predicted_component_of_type_IV_pili-like_system	R	-	5.4e-27
GCA_000017945-FLGBHGLA_08330	-	-	-	-	-
GCA_000017945-FLGBHGLA_08340	COG3391	DNA-binding_beta-propeller_fold_protein_YncE	R	-	5.1e-07
GCA_000017945-FLGBHGLA_08350	-	-	-	-	-
GCA_000017945-FLGBHGLA_08360	-	-	-	-	-
GCA_000017945-FLGBHGLA_08370	COG1145	Ferredoxin	C	-	1.5e-17
GCA_000017945-FLGBHGLA_08380	COG1382	Prefoldin,_chaperonin_cofactor	O	-	6.8e-25
GCA_000017945-FLGBHGLA_08390	-	-	-	-	-
GCA_000017945-FLGBHGLA_08400	COG0618	nanoRNase/pAp_phosphatase,_hydrolyzes_c-di-AMP_and_oligoRNAs	FT	-	7.1e-42
GCA_000017945-FLGBHGLA_08410	COG1215	Glycosyltransferase,_catalytic_subunit_of_cellulose_synthase_and_poly-beta-1,6-N-acetylglucosamine_synthase	N	-	3.7e-24
GCA_000017945-FLGBHGLA_08420	-	-	-	-	-
GCA_000017945-FLGBHGLA_08430	COG0343	Queuine/archaeosine_tRNA-ribosyltransferase	J	tRNA_modification	5e-21
GCA_000017945-FLGBHGLA_08440	COG0116	23S_rRNA_G2445_N2-methylase_RlmL	J	23S_rRNA_modification	1.8e-61
GCA_000017945-FLGBHGLA_08450	-	-	-	-	-
GCA_000017945-FLGBHGLA_08460	COG1977	Molybdopterin_synthase_sulfur_carrier_subunit_MoaD	H	Molybdopterin_biosynthesis	2.8e-16
GCA_000017945-FLGBHGLA_08470	COG2453	Protein-tyrosine_phosphatase	T	-	1.8e-06
GCA_000017945-FLGBHGLA_08480	COG0434	Membrane_biogenesis_protein,_BtpA/SgcQ_family	M	-	2.6e-90
GCA_000017945-FLGBHGLA_08490	-	-	-	-	-
GCA_000017945-FLGBHGLA_08500	-	-	-	-	-
GCA_000017945-FLGBHGLA_08510	COG2457	Uncharacterized_conserved_protein,_DUF447_domain	S	-	1.8e-16
GCA_000017945-FLGBHGLA_08520	COG0375	Hydrogenase_maturation_factor_HypA/HybF,_metallochaperone_involved_in_Ni_insertion	O	-	6.2e-28
GCA_000017945-FLGBHGLA_08530	COG1964	C-terminal_domain_of_the_GTP_3',8'-cyclase_MoaA,_radical_SAM_superfamily_(molybdenum_cofactor_biosynthesis)	H	-	9.5e-191
GCA_000017945-FLGBHGLA_08540	-	-	-	-	-
GCA_000017945-FLGBHGLA_08550	COG3357	Predicted_transcriptional_regulator,_contains_HTH_and_Zn-ribbon_domains	K	-	1.8e-28
GCA_000017945-FLGBHGLA_08560	COG1055	Na+/H+_antiporter_NhaD_or_related_arsenite_permease	P	-	7.5e-87
GCA_000017945-FLGBHGLA_08570	-	-	-	-	-
GCA_000017945-FLGBHGLA_08580	-	-	-	-	-
GCA_000017945-FLGBHGLA_08590	COG1402	Creatinine_amidohydrolase/Fe(II)-dependent_FAPy_formamide_hydrolase_(riboflavin_and_F420_biosynthesis)	H	Riboflavin/FAD_biosynthesis	9.6e-27
GCA_000017945-FLGBHGLA_08600	COG0569	Trk/Ktr_K+_transport_system_regulatory_component_TrkA/KtrA/KtrC,_RCK_domain	PT	-	4.3e-06
GCA_000017945-FLGBHGLA_08610	-	-	-	-	-
GCA_000017945-FLGBHGLA_08620	COG1374	Rbosome_biogenesis_protein_Nip4,_contains_PUA_domain	J	-	4.5e-09
GCA_000017945-FLGBHGLA_08630	COG2178	Predicted_RNA-_or_ssDNA-binding_protein,_translin_family	R	-	1e-46
GCA_000017945-FLGBHGLA_08640	COG4914	Predicted_nucleotidyltransferase	R	-	2.4e-66
GCA_000017945-FLGBHGLA_08650	COG1552	Ribosomal_protein_L40E	J	Archaeal_ribosomal_proteins	5.7e-14
GCA_000017945-FLGBHGLA_08660	COG1522	DNA-binding_transcriptional_regulator,_Lrp_family	K	-	4.2e-33
GCA_000017945-FLGBHGLA_08670	COG1318	Predicted_transcriptional_regulator	K	-	6.9e-17
GCA_000017945-FLGBHGLA_08680	COG1602	Archaeal_DNA_repair_protein_NreA	L	-	3.3e-101
GCA_000017945-FLGBHGLA_08690	-	-	-	-	-
GCA_000017945-FLGBHGLA_08700	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide_synthase	F	Purine_biosynthesis	1.6e-52
GCA_000017945-FLGBHGLA_08710	COG1828	Phosphoribosylformylglycinamidine_(FGAM)_synthase,_PurS_subunit	F	Purine_biosynthesis	2.8e-14
GCA_000017945-FLGBHGLA_08720	COG0047	Phosphoribosylformylglycinamidine_(FGAM)_synthase,_glutamine_amidotransferase_domain	F	Purine_biosynthesis	5e-58
GCA_000017945-FLGBHGLA_08730	COG1318	Predicted_transcriptional_regulator	K	-	2.7e-65
GCA_000017945-FLGBHGLA_08740	COG1470	Uncharacterized_membrane_protein	S	-	1.3e-09
GCA_000017945-FLGBHGLA_08750	COG2112	Predicted_Ser/Thr_protein_kinase	T	-	2.4e-57
GCA_000017945-FLGBHGLA_08760	COG1746	tRNA_nucleotidyltransferase_(CCA-adding_enzyme)	J	tRNA_modification	7e-123
GCA_000017945-FLGBHGLA_08770	COG1514	RNA_2',3'-cyclic_phosphodiesterase_(2'-5'_RNA_ligase)	J	-	4.6e-39
GCA_000017945-FLGBHGLA_08780	COG1594	DNA-directed_RNA_polymerase,_subunit_M/Transcription_elongation_factor_TFIIS	K	RNA_polymerase	1.1e-34
GCA_000017945-FLGBHGLA_08790	COG0441	Threonyl-tRNA_synthetase	J	Aminoacyl-tRNA_synthetases	5.8e-114
GCA_000017945-FLGBHGLA_08800	COG0592	DNA_polymerase_III_sliding_clamp_(beta)_subunit,_PCNA_homolog	L	-	1.7e-09
GCA_000017945-FLGBHGLA_08810	COG1467	Eukaryotic-type_DNA_primase,_catalytic_(small)_subunit	L	-	3.8e-76
GCA_000017945-FLGBHGLA_08820	COG0727	Uncharacterized_protein_YkgJ,_contains_CxxCxxCC_motif	R	-	2.1e-10
GCA_000017945-FLGBHGLA_08830	-	-	-	-	-
GCA_000017945-FLGBHGLA_08840	COG0388	Omega-amidase_YafV/Nit2,_hydrolyzes_alpha-ketoglutaramate	C	-	4.1e-44
GCA_000017945-FLGBHGLA_08850	COG1695	DNA-binding_transcriptional_regulator,_PadR_family	K	-	6e-21
GCA_000017945-FLGBHGLA_08860	COG1167	DNA-binding_transcriptional_regulator,_MocR_family,_contains_an_aminotransferase_domain	KE	Lysine_biosynthesis	5.3e-121
GCA_000017945-FLGBHGLA_08870	COG0184	Ribosomal_protein_S15P/S13E	J	Ribosome_30S_subunit	6e-20
GCA_000017945-FLGBHGLA_08880	-	-	-	-	-
GCA_000017945-FLGBHGLA_08890	-	-	-	-	-
GCA_000017945-FLGBHGLA_08900	COG1890	Ribosomal_protein_S3AE	J	Archaeal_ribosomal_proteins	1.5e-80
GCA_000017945-FLGBHGLA_08910	COG0177	Endonuclease_III	L	-	1.6e-59
GCA_000017945-FLGBHGLA_08920	-	-	-	-	-
GCA_000017945-FLGBHGLA_08930	-	-	-	-	-
GCA_000017945-FLGBHGLA_08940	COG0603	7-cyano-7-deazaguanine_synthase_(queuosine_biosynthesis)	J	tRNA_modification	3.6e-64
GCA_000017945-FLGBHGLA_08950	COG1060	2-iminoacetate_synthase_ThiH/Menaquinone_biosynthesis_enzymes_MqnC_and_MqnE	H	Thiamine_biosynthesis	2.4e-120
GCA_000017945-FLGBHGLA_08960	COG1078	HD_superfamily_phosphohydrolase	R	-	2.8e-78
GCA_000017945-FLGBHGLA_08970	COG2152	Predicted_glycosyl_hydrolase,_GH43/DUF377_family	G	-	6.8e-29
GCA_000017945-FLGBHGLA_08980	COG1260	Myo-inositol-1-phosphate_synthase	I	-	1.7e-90
GCA_000017945-FLGBHGLA_08990	COG1702	Phosphate_starvation-inducible_protein_PhoH,_predicted_ATPase	T	-	5.3e-46
GCA_000017945-FLGBHGLA_09000	COG1207	Bifunctional_protein_GlmU,_N-acetylglucosamine-1-phosphate-uridyltransferase/glucosamine-1-phosphate-acetyltransferase	M	-	5.6e-58
GCA_000017945-FLGBHGLA_09010	COG0294	Dihydropteroate_synthase	H	Folate_biosynthesis	1.9e-07
GCA_000017945-FLGBHGLA_09020	COG2107	1,4-dihydroxy-6-naphtoate_synthase_(menaquinone_biosynthesis,_futalosine_pathway)	H	Menaquinone_biosynthesis	2.2e-104
GCA_000017945-FLGBHGLA_09030	COG3864	Predicted_metal-dependent_peptidase	R	-	2.7e-58
GCA_000017945-FLGBHGLA_09040	COG2518	Protein-L-isoaspartate_O-methyltransferase	O	-	6.2e-74
GCA_000017945-FLGBHGLA_09050	-	-	-	-	-
GCA_000017945-FLGBHGLA_09060	COG0124	Histidyl-tRNA_synthetase	J	Aminoacyl-tRNA_synthetases	1.3e-92
GCA_000017945-FLGBHGLA_09070	COG0221	Inorganic_pyrophosphatase	C	-	3.1e-70
GCA_000017945-FLGBHGLA_09080	-	-	-	-	-
GCA_000017945-FLGBHGLA_09090	COG1846	DNA-binding_transcriptional_regulator,_MarR_family	K	-	2.8e-08
GCA_000017945-FLGBHGLA_09100	COG0704	Phosphate_uptake_regulator_PhoU	P	-	1.6e-14
GCA_000017945-FLGBHGLA_09110	-	-	-	-	-
GCA_000017945-FLGBHGLA_09120	COG1109	Phosphomannomutase	G	-	1.8e-120
GCA_000017945-FLGBHGLA_09130	COG1226	Voltage-gated_potassium_channel_Kch	P	-	9.2e-15
GCA_000017945-FLGBHGLA_09140	-	-	-	-	-
GCA_000017945-FLGBHGLA_09150	COG1992	Predicted_transcriptional_regulator_fused_phosphomethylpyrimidine_kinase_(thiamin_biosynthesis)	R	-	4.2e-103
GCA_000017945-FLGBHGLA_09160	COG1750	Predicted_archaeal_serine_protease,_S18_family	R	-	7.6e-126
GCA_000017945-FLGBHGLA_09170	COG1801	Sugar_isomerase-related_protein_YecE,_UPF0759/DUF72_family	R	-	9.1e-52
GCA_000017945-FLGBHGLA_09180	COG3958	Transketolase,_C-terminal_subunit	G	-	1.1e-116
GCA_000017945-FLGBHGLA_09190	COG0287	Prephenate_dehydrogenase	E	Aromatic_amino_acid_biosynthesis	2.5e-45
GCA_000017945-FLGBHGLA_09200	-	-	-	-	-
GCA_000017945-FLGBHGLA_09210	-	-	-	-	-
GCA_000017945-FLGBHGLA_09220	-	-	-	-	-
GCA_000017945-FLGBHGLA_09230	-	-	-	-	-
GCA_000017945-FLGBHGLA_09240	COG1122	Energy-coupling_factor_transporter_ATP-binding_protein_EcfA2	PR	-	6.3e-21
GCA_000017945-FLGBHGLA_09250	-	-	-	-	-
GCA_000017945-FLGBHGLA_09260	COG0459	Chaperonin_GroEL_(HSP60_family)	O	-	5.2e-135
GCA_000017945-FLGBHGLA_09270	-	-	-	-	-
GCA_000017945-FLGBHGLA_09280	COG1252	NADH_dehydrogenase,_FAD-containing_subunit	C	-	8.4e-52
GCA_000017945-FLGBHGLA_09290	COG0144	16S_rRNA_C967_or_C1407_C5-methylase,_RsmB/RsmF_family	J	16S_rRNA_modification	2.4e-59
GCA_000017945-FLGBHGLA_09300	-	-	-	-	-
GCA_000017945-FLGBHGLA_09310	COG0034	Glutamine_phosphoribosylpyrophosphate_amidotransferase	F	Purine_biosynthesis	3.4e-136
GCA_000017945-FLGBHGLA_09320	COG0622	Predicted_phosphodiesterase,_calcineurin_family	R	-	7.6e-22
GCA_000017945-FLGBHGLA_09330	COG0301	Adenylyl-_and_sulfurtransferase_ThiI_(thiamine_and_tRNA_4-thiouridine_biosynthesis)	HJ	Thiamine_biosynthesis	1.6e-43
GCA_000017945-FLGBHGLA_09340	COG2522	Predicted_transcriptional_regulator,_contains_XRE-type_HTH_domain	K	-	2.8e-20
GCA_000017945-FLGBHGLA_09350	COG0526	Thiol-disulfide_isomerase_or_thioredoxin	O	-	2.2e-06
GCA_000017945-FLGBHGLA_09360	COG1632	Ribosomal_protein_L15E	J	Archaeal_ribosomal_proteins	2.5e-99
GCA_000017945-FLGBHGLA_09370	COG1779	C4-type_Zn-finger_protein	R	-	5.8e-06
GCA_000017945-FLGBHGLA_09380	COG0312	Zn-dependent_protease_PmbA/TldA_or_its_inactivated_homolog	R	-	6e-78
GCA_000017945-FLGBHGLA_09390	COG1402	Creatinine_amidohydrolase/Fe(II)-dependent_FAPy_formamide_hydrolase_(riboflavin_and_F420_biosynthesis)	H	Riboflavin/FAD_biosynthesis	1.2e-24
GCA_000017945-FLGBHGLA_09400	COG0492	Thioredoxin_reductase	O	-	1.9e-74
GCA_000017945-FLGBHGLA_09410	COG1549	Archaeosine_tRNA-ribosyltransferase,_contains_uracil-DNA-glycosylase_and_PUA_domains	J	-	2.6e-41
GCA_000017945-FLGBHGLA_09420	COG1108	ABC-type_Mn2+/Zn2+_transport_system,_permease_component	P	-	2.1e-07
GCA_000017945-FLGBHGLA_09430	COG0803	ABC-type_Zn_uptake_system_ZnuABC,_Zn-binding_component_ZnuA	P	-	4e-18
GCA_000017945-FLGBHGLA_09440	COG4111	Uncharacterized_conserved_protein	S	-	2.7e-36
GCA_000017945-FLGBHGLA_09450	COG0154	Asp-tRNAAsn/Glu-tRNAGln_amidotransferase_A_subunit_or_related_amidase	J	Aminoacyl-tRNA_synthetases	6.4e-102
GCA_000017945-FLGBHGLA_09460	-	-	-	-	-
GCA_000017945-FLGBHGLA_09470	COG4920	Uncharacterized_membrane_protein	S	-	1.5e-56
GCA_000017945-FLGBHGLA_09480	COG1756	rRNA_pseudouridine-1189_N-methylase_Emg1,_Nep1/Mra1_family	J	-	2.6e-69
GCA_000017945-FLGBHGLA_09490	COG2105	Predicted_gamma-glutamylamine_cyclotransferase_YtfP,_GGCT/AIG2-like_family	E	-	6.6e-25
GCA_000017945-FLGBHGLA_09500	COG0239	Fluoride_ion_exporter_CrcB/FEX,_affects_chromosome_condensation	DP	-	1.7e-31
GCA_000017945-FLGBHGLA_09510	-	-	-	-	-
GCA_000017945-FLGBHGLA_09520	COG4879	Uncharacterized_protein,_contains_DUF2192_domain	S	-	2e-85
GCA_000017945-FLGBHGLA_09530	COG0130	tRNA_U55_pseudouridine_synthase_TruB,_may_also_work_on_U342_of_tmRNA	J	tRNA_modification	4.7e-59
GCA_000017945-FLGBHGLA_09540	COG0147	Anthranilate/para-aminobenzoate_synthases_component_I	EH	Aromatic_amino_acid_biosynthesis	2e-115
GCA_000017945-FLGBHGLA_09550	COG0135	Phosphoribosylanthranilate_isomerase	E	Aromatic_amino_acid_biosynthesis	7.6e-38
GCA_000017945-FLGBHGLA_09560	COG1236	RNA_processing_exonuclease,_beta-lactamase_fold,_Cft2_family	J	-	1.4e-68
GCA_000017945-FLGBHGLA_09570	COG0018	Arginyl-tRNA_synthetase	J	Aminoacyl-tRNA_synthetases	7.5e-164
