accession	KO_hmm	e_value	bit_score	bit_score_cutoff	Definition	confidence
GCA_000017945-FLGBHGLA_09170	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_09180	K00615	8.4e-65	216.6	190.43	transketolase_[EC:2.2.1.1]	high_score
GCA_000017945-FLGBHGLA_09190	K14187	5.5e-76	252.7	344.67	chorismate_mutase_/_prephenate_dehydrogenase_[EC:5.4.99.5_1.3.1.12]	-
GCA_000017945-FLGBHGLA_09200	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_09210	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_09220	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_09230	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_09240	K16787	5.3e-21	72.1	371.43	energy-coupling_factor_transport_system_ATP-binding_protein_[EC:3.6.3.-]	-
GCA_000017945-FLGBHGLA_09250	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_09260	K22447	5.3e-230	761.5	589.77	archaeal_chaperonin	high_score
GCA_000017945-FLGBHGLA_09270	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_09280	K17218	9.9e-65	216.0	212.37	sulfide:quinone_oxidoreductase_[EC:1.8.5.4]	high_score
GCA_000017945-FLGBHGLA_09290	K03500	4.5e-60	201.2	274.53	16S_rRNA_(cytosine967-C5)-methyltransferase_[EC:2.1.1.176]	-
GCA_000017945-FLGBHGLA_09300	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_09310	K00764	4.2e-136	451.3	151.17	amidophosphoribosyltransferase_[EC:2.4.2.14]	high_score
GCA_000017945-FLGBHGLA_09320	K07095	2.9e-33	111.9	93.50	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_09330	K03151	4.9e-40	134.8	113.87	tRNA_uracil_4-sulfurtransferase_[EC:2.8.1.4]	high_score
GCA_000017945-FLGBHGLA_09340	K07108	2.2e-25	86.0	72.37	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_09350	K03387	7.2e-13	45.0	355.23	alkyl_hydroperoxide_reductase_subunit_F_[EC:1.6.4.-]	-
GCA_000017945-FLGBHGLA_09360	K02877	2.1e-67	223.8	102.90	large_subunit_ribosomal_protein_L15e	high_score
GCA_000017945-FLGBHGLA_09370	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_09380	K03568	4.5e-97	322.6	295.53	TldD_protein	high_score
GCA_000017945-FLGBHGLA_09390	K01470	2.2e-27	93.1	69.00	creatinine_amidohydrolase_[EC:3.5.2.10]	high_score
GCA_000017945-FLGBHGLA_09400	K00384	1.4e-94	313.6	296.77	thioredoxin_reductase_(NADPH)_[EC:1.8.1.9]	high_score
GCA_000017945-FLGBHGLA_09410	K07557	7.9e-21	71.2	310.50	archaeosine_synthase_[EC:2.6.1.97]	-
GCA_000017945-FLGBHGLA_09420	K02075	4.8e-17	59.1	263.03	zinc/manganese_transport_system_permease_protein	-
GCA_000017945-FLGBHGLA_09430	K02077	5.9e-25	85.2	251.53	zinc/manganese_transport_system_substrate-binding_protein	-
GCA_000017945-FLGBHGLA_09440	K13522	2.6e-34	116.0	166.97	bifunctional_NMN_adenylyltransferase/nudix_hydrolase_[EC:2.7.7.1_3.6.1.-]	-
GCA_000017945-FLGBHGLA_09450	K02433	5.4e-130	431.7	391.37	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln)_amidotransferase_subunit_A_[EC:6.3.5.6_6.3.5.7]	high_score
GCA_000017945-FLGBHGLA_09460	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_09470	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_09480	K14568	1.7e-34	116.4	46.20	rRNA_small_subunit_pseudouridine_methyltransferase_Nep1_[EC:2.1.1.260]	high_score
GCA_000017945-FLGBHGLA_09490	K19761	2e-21	73.5	55.73	gamma-glutamylaminecyclotransferase_[EC:2.3.2.-]	high_score
GCA_000017945-FLGBHGLA_09500	K06199	4.6e-26	88.6	22.07	fluoride_exporter	high_score
GCA_000017945-FLGBHGLA_09510	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_09520	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_09530	K11131	3.1e-125	415.6	312.07	H/ACA_ribonucleoprotein_complex_subunit_4_[EC:5.4.99.-]	high_score
GCA_000017945-FLGBHGLA_09540	K01657	5.5e-124	411.7	438.37	anthranilate_synthase_component_I_[EC:4.1.3.27]	-
GCA_000017945-FLGBHGLA_09550	K01817	6.8e-36	121.5	171.40	phosphoribosylanthranilate_isomerase_[EC:5.3.1.24]	-
GCA_000017945-FLGBHGLA_09560	K07577	1.3e-52	175.9	205.03	putative_mRNA_3-end_processing_factor	-
GCA_000017945-FLGBHGLA_09570	K01887	1.5e-132	440.3	58.17	arginyl-tRNA_synthetase_[EC:6.1.1.19]	high_score
GCA_000017945-FLGBHGLA_09580	K07131	4.9e-24	81.7	45.77	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_09590	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_09600	K16792	3e-179	592.8	638.67	methanogen_homoaconitase_large_subunit_[EC:4.2.1.114]	-
GCA_000017945-FLGBHGLA_09610	K18853	2.2e-76	253.1	225.73	dihydromethanopterin_reductase_(acceptor)_[EC:1.5.99.15]	high_score
GCA_000017945-FLGBHGLA_09620	K07142	1.2e-23	80.8	47.83	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine_diphosphokinase_[EC:2.7.6.3]	high_score
GCA_000017945-FLGBHGLA_09630	K13525	1.8e-34	116.0	807.50	transitional_endoplasmic_reticulum_ATPase	-
GCA_000017945-FLGBHGLA_09640	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_09650	K00794	2.2e-39	131.5	43.87	6,7-dimethyl-8-ribityllumazine_synthase_[EC:2.5.1.78]	high_score
GCA_000017945-FLGBHGLA_09660	K00545	4.7e-08	29.8	109.87	catechol_O-methyltransferase_[EC:2.1.1.6]	-
GCA_000017945-FLGBHGLA_09670	K01869	1.1e-62	209.6	370.53	leucyl-tRNA_synthetase_[EC:6.1.1.4]	-
GCA_000017945-FLGBHGLA_09680	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_09690	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_09700	K15429	9e-52	173.6	171.33	tRNA_(guanine37-N1)-methyltransferase_[EC:2.1.1.228]	high_score
GCA_000017945-FLGBHGLA_09710	K10747	2.6e-152	505.8	330.10	DNA_ligase_1_[EC:6.5.1.1_6.5.1.6_6.5.1.7]	high_score
GCA_000017945-FLGBHGLA_09720	K06863	8e-156	515.4	208.00	5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl_5'-monophosphate_synthetase_[EC:6.3.4.23]	high_score
GCA_000017945-FLGBHGLA_09730	K05830	1.1e-147	488.7	505.63	LysW-gamma-L-lysine/LysW-L-ornithine_aminotransferase_[EC:2.6.1.-]	-
GCA_000017945-FLGBHGLA_09740	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_09750	K00830	4.9e-94	312.4	390.23	alanine-glyoxylate_transaminase_/_serine-glyoxylate_transaminase_/_serine-pyruvate_transaminase_[EC:2.6.1.44_2.6.1.45_2.6.1.51]	-
GCA_000017945-FLGBHGLA_09760	K22205	5.1e-74	245.8	189.70	S-adenosyl-L-methionine_hydrolase_(adenosine-forming)_[EC:3.13.1.8]	high_score
GCA_000017945-FLGBHGLA_09770	K00952	1.9e-69	230.0	105.63	nicotinamide-nucleotide_adenylyltransferase_[EC:2.7.7.1]	high_score
GCA_000017945-FLGBHGLA_09780	K02612	3.8e-20	69.3	134.33	ring-1,2-phenylacetyl-CoA_epoxidase_subunit_PaaD	-
GCA_000017945-FLGBHGLA_09790	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_09800	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_09810	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_09820	K07466	1.7e-09	34.5	22.13	replication_factor_A1	high_score
GCA_000017945-FLGBHGLA_09830	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_09840	K10535	2.8e-36	121.9	281.83	hydroxylamine_dehydrogenase_[EC:1.7.2.6]	-
GCA_000017945-FLGBHGLA_09850	K14654	6.2e-46	153.5	202.43	2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone_5'-phosphate_reductase_[EC:1.1.1.302]	-
GCA_000017945-FLGBHGLA_09860	K00891	1.1e-06	26.1	118.47	shikimate_kinase_[EC:2.7.1.71]	-
GCA_000017945-FLGBHGLA_09870	K09736	1.7e-37	125.3	80.47	uncharacterized_protein	high_score
GCA_000017945-FLGBHGLA_09880	K04034	1.6e-10	37.5	260.57	anaerobic_magnesium-protoporphyrin_IX_monomethyl_ester_cyclase_[EC:1.21.98.3]	-
GCA_000017945-FLGBHGLA_09890	K05601	5.7e-176	583.1	105.90	hydroxylamine_reductase_[EC:1.7.99.1]	high_score
GCA_000017945-FLGBHGLA_09900	K01687	5.8e-231	764.7	591.57	dihydroxy-acid_dehydratase_[EC:4.2.1.9]	high_score
GCA_000017945-FLGBHGLA_09910	K06994	8.1e-115	381.6	236.40	putative_drug_exporter_of_the_RND_superfamily	high_score
GCA_000017945-FLGBHGLA_09920	K07472	4.3e-212	701.7	634.70	TBP-interacting_protein	high_score
GCA_000017945-FLGBHGLA_09930	K02925	1.3e-54	182.6	311.37	large_subunit_ribosomal_protein_L3e	-
GCA_000017945-FLGBHGLA_09940	K02930	2.9e-80	267.0	125.03	large_subunit_ribosomal_protein_L4e	high_score
GCA_000017945-FLGBHGLA_09950	K02893	2.1e-29	99.8	115.07	large_subunit_ribosomal_protein_L23Ae	-
GCA_000017945-FLGBHGLA_09960	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_09970	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_09980	K00860	2.5e-68	226.6	280.17	adenylylsulfate_kinase_[EC:2.7.1.25]	-
GCA_000017945-FLGBHGLA_09990	K01138	8.2e-12	41.8	379.07	uncharacterized_sulfatase_[EC:3.1.6.-]	-
GCA_000017945-FLGBHGLA_10000	K00958	1e-145	482.4	257.93	sulfate_adenylyltransferase_[EC:2.7.7.4]	high_score
GCA_000017945-FLGBHGLA_10010	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_10020	K07090	6.8e-09	33.2	34.27	uncharacterized_protein	-
GCA_000017945-FLGBHGLA_10030	K01133	3.9e-06	23.2	353.00	choline-sulfatase_[EC:3.1.6.6]	-
GCA_000017945-FLGBHGLA_10040	K09988	8.3e-12	42.2	84.80	D-lyxose_ketol-isomerase_[EC:5.3.1.15]	-
GCA_000017945-FLGBHGLA_10050	K02040	3.5e-46	155.3	57.73	phosphate_transport_system_substrate-binding_protein	high_score
GCA_000017945-FLGBHGLA_10060	K06897	9.8e-45	150.1	79.30	7,8-dihydropterin-6-yl-methyl-4-(beta-D-ribofuranosyl)aminobenzene_5'-phosphate_synthase_[EC:2.5.1.105]	high_score
GCA_000017945-FLGBHGLA_10070	K18959	1.4e-72	241.7	204.13	ATP-dependent_DNA_helicase_UvsW_[EC:3.6.4.12]	high_score
GCA_000017945-FLGBHGLA_10080	K04796	3.8e-24	81.0	77.30	small_nuclear_ribonucleoprotein	high_score
GCA_000017945-FLGBHGLA_10090	K02922	2.6e-18	63.0	48.60	large_subunit_ribosomal_protein_L37e	high_score
GCA_000017945-FLGBHGLA_10100	K03433	7.7e-67	222.0	185.00	proteasome_beta_subunit_[EC:3.4.25.1]	high_score
GCA_000017945-FLGBHGLA_10110	K04659	1e-34	116.7	1061.20	thrombospondin_2/3/4/5	-
GCA_000017945-FLGBHGLA_10120	K10978	7.3e-115	380.6	489.60	methanogen_homoisocitrate_dehydrogenase_[EC:1.1.1.87_1.1.1.-]	-
GCA_000017945-FLGBHGLA_10130	K10977	3.3e-151	500.3	553.43	methanogen_homocitrate_synthase_[EC:2.3.3.14_2.3.3.-]	-
GCA_000017945-FLGBHGLA_10140	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_10150	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_10160	K01079	1.6e-26	90.6	96.53	phosphoserine_phosphatase_[EC:3.1.3.3]	-
GCA_000017945-FLGBHGLA_10170	K03051	3e-21	72.7	57.93	DNA-directed_RNA_polymerase_subunit_F_[EC:2.7.7.6]	high_score
GCA_000017945-FLGBHGLA_10180	K03120	1.5e-57	192.0	50.50	transcription_initiation_factor_TFIID_TATA-box-binding_protein	high_score
GCA_000017945-FLGBHGLA_10190	K01875	9.3e-149	492.8	84.10	seryl-tRNA_synthetase_[EC:6.1.1.11]	high_score
GCA_000017945-FLGBHGLA_10200	K01883	5.6e-166	549.9	351.50	cysteinyl-tRNA_synthetase_[EC:6.1.1.16]	high_score
GCA_000017945-FLGBHGLA_10210	K06990	2.3e-71	237.3	47.00	MEMO1_family_protein	high_score
GCA_000017945-FLGBHGLA_10220	K01784	8.6e-72	239.5	232.83	UDP-glucose_4-epimerase_[EC:5.1.3.2]	high_score
GCA_000017945-FLGBHGLA_10230	K22766	1.1e-94	315.1	520.63	fidgetin-like_protein_1_[EC:3.6.4.-]	-
GCA_000017945-FLGBHGLA_10240	K05799	4.4e-06	23.7	179.37	GntR_family_transcriptional_regulator,_transcriptional_repressor_for_pyruvate_dehydrogenase_complex	-
GCA_000017945-FLGBHGLA_10250	K11547	8.6e-06	21.8	89.07	kinetochore_protein_NDC80	-
GCA_000017945-FLGBHGLA_10260	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_10270	K07561	1.2e-36	123.4	193.47	2-(3-amino-3-carboxypropyl)histidine_synthase_[EC:2.5.1.108]	-
GCA_000017945-FLGBHGLA_10280	K02866	3.3e-43	144.7	55.80	large_subunit_ribosomal_protein_L10e	high_score
GCA_000017945-FLGBHGLA_10290	K15450	3.8e-29	98.4	88.83	tRNA_wybutosine-synthesizing_protein_3_[EC:2.1.1.282]	high_score
GCA_000017945-FLGBHGLA_10300	K00150	1.9e-139	461.5	224.07	glyceraldehyde-3-phosphate_dehydrogenase_(NAD(P))_[EC:1.2.1.59]	high_score
GCA_000017945-FLGBHGLA_10310	K04759	2.3e-161	535.3	102.90	ferrous_iron_transport_protein_B	high_score
GCA_000017945-FLGBHGLA_10320	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_10330	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_10340	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_10350	K14645	1.2e-32	110.3	330.80	serine_protease_[EC:3.4.21.-]	-
GCA_000017945-FLGBHGLA_10360	K04483	1.6e-145	481.1	422.43	DNA_repair_protein_RadA	high_score
GCA_000017945-FLGBHGLA_10370	K01689	3.9e-171	566.8	48.73	enolase_[EC:4.2.1.11]	high_score
GCA_000017945-FLGBHGLA_10380	K08153	2.7e-21	72.8	401.93	MFS_transporter,_DHA1_family,_multidrug_resistance_protein	-
GCA_000017945-FLGBHGLA_10390	K07332	2.5e-165	548.2	360.80	archaeal_flagellar_protein_FlaI	high_score
GCA_000017945-FLGBHGLA_10400	K07333	8.2e-31	104.1	101.07	archaeal_flagellar_protein_FlaJ	high_score
GCA_000017945-FLGBHGLA_10410	K07333	7.7e-38	127.3	101.07	archaeal_flagellar_protein_FlaJ	high_score
GCA_000017945-FLGBHGLA_10420	K08161	1.1e-12	44.5	228.10	MFS_transporter,_DHA1_family,_multidrug_resistance_protein	-
GCA_000017945-FLGBHGLA_10430	K02983	8.3e-12	42.6	41.60	small_subunit_ribosomal_protein_S30e	high_score
GCA_000017945-FLGBHGLA_10440	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_10450	K16904	8.6e-07	25.4	87.93	dCTP_diphosphatase_[EC:3.6.1.12]	-
GCA_000017945-FLGBHGLA_10460	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_10470	K01870	6.3e-246	815.7	466.60	isoleucyl-tRNA_synthetase_[EC:6.1.1.5]	high_score
GCA_000017945-FLGBHGLA_10480	K02493	8.1e-09	32.4	215.63	release_factor_glutamine_methyltransferase_[EC:2.1.1.297]	-
GCA_000017945-FLGBHGLA_10490	K02034	2.2e-26	89.6	97.23	peptide/nickel_transport_system_permease_protein	-
GCA_000017945-FLGBHGLA_10500	K02033	1.2e-11	41.8	204.27	peptide/nickel_transport_system_permease_protein	-
GCA_000017945-FLGBHGLA_10510	K02035	2.5e-78	261.3	197.00	peptide/nickel_transport_system_substrate-binding_protein	high_score
GCA_000017945-FLGBHGLA_10520	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_10530	K20950	1.9e-07	28.0	84.67	polysaccharide_biosynthesis_protein_VpsQ	-
GCA_000017945-FLGBHGLA_10540	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_10550	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_10560	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_10570	K03718	5.6e-13	45.6	137.20	Lrp/AsnC_family_transcriptional_regulator,_regulator_for_asnA,_asnC_and_gidA	-
GCA_000017945-FLGBHGLA_10580	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_10590	K04659	3.9e-11	38.7	1061.20	thrombospondin_2/3/4/5	-
GCA_000017945-FLGBHGLA_10600	K08647	3.2e-07	25.1	2171.40	pappalysin-2_[EC:3.4.24.-]	-
GCA_000017945-FLGBHGLA_10610	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_10620	K03738	1.1e-219	728.1	189.43	aldehyde:ferredoxin_oxidoreductase_[EC:1.2.7.5]	high_score
GCA_000017945-FLGBHGLA_10630	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_10640	K01733	4.6e-115	381.9	201.50	threonine_synthase_[EC:4.2.3.1]	high_score
GCA_000017945-FLGBHGLA_10650	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_10660	K07535	3.7e-63	210.4	302.87	2-hydroxycyclohexanecarboxyl-CoA_dehydrogenase_[EC:1.1.1.-]	-
GCA_000017945-FLGBHGLA_10670	K00784	2.5e-69	230.8	85.27	ribonuclease_Z_[EC:3.1.26.11]	high_score
GCA_000017945-FLGBHGLA_10680	K01488	1.6e-08	31.5	166.27	adenosine_deaminase_[EC:3.5.4.4]	-
GCA_000017945-FLGBHGLA_10690	K07061	2.7e-11	40.7	66.10	CRISPR-associated_protein_Cmr1	-
GCA_000017945-FLGBHGLA_10700	K14656	1.2e-55	184.4	120.10	FAD_synthetase_[EC:2.7.7.2]	high_score
GCA_000017945-FLGBHGLA_10710	K04769	2.4e-06	24.9	141.13	AbrB_family_transcriptional_regulator,_stage_V_sporulation_protein_T	-
GCA_000017945-FLGBHGLA_10720	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_10730	K07053	6.1e-26	89.0	72.83	3',5'-nucleoside_bisphosphate_phosphatase_[EC:3.1.3.97]	high_score
GCA_000017945-FLGBHGLA_10740	K03106	5.7e-149	493.6	314.70	signal_recognition_particle_subunit_SRP54_[EC:3.6.5.4]	high_score
GCA_000017945-FLGBHGLA_10750	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_10760	K12960	8.6e-23	77.5	371.87	5-methylthioadenosine/S-adenosylhomocysteine_deaminase_[EC:3.5.4.31_3.5.4.28]	-
GCA_000017945-FLGBHGLA_10770	K06943	8.6e-78	259.4	91.33	nucleolar_GTP-binding_protein	high_score
GCA_000017945-FLGBHGLA_10780	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_10790	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_10800	K15450	2.3e-34	115.5	88.83	tRNA_wybutosine-synthesizing_protein_3_[EC:2.1.1.282]	high_score
GCA_000017945-FLGBHGLA_10810	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_10820	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_10830	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_10840	K03166	2.1e-130	431.7	340.40	DNA_topoisomerase_VI_subunit_A_[EC:5.6.2.2]	high_score
GCA_000017945-FLGBHGLA_10850	K16317	1.5e-08	31.4	52.80	tRNA_(pseudouridine54-N1)-methyltransferase_[EC:2.1.1.257]	-
GCA_000017945-FLGBHGLA_10860	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_10870	K17758	2.1e-112	373.4	193.17	ADP-dependent_NAD(P)H-hydrate_dehydratase_[EC:4.2.1.136]	high_score
GCA_000017945-FLGBHGLA_10880	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_10890	K15016	3.9e-261	865.1	525.20	enoyl-CoA_hydratase_/_3-hydroxyacyl-CoA_dehydrogenase_[EC:4.2.1.17_1.1.1.35]	high_score
GCA_000017945-FLGBHGLA_10900	K02528	4.7e-56	187.0	225.33	16S_rRNA_(adenine1518-N6/adenine1519-N6)-dimethyltransferase_[EC:2.1.1.182]	-
GCA_000017945-FLGBHGLA_10910	K07572	1.7e-66	220.6	152.27	putative_nucleotide_binding_protein	high_score
GCA_000017945-FLGBHGLA_10920	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_10930	K10848	6.2e-32	107.4	219.87	DNA_excision_repair_protein_ERCC-4_[EC:3.1.-.-]	-
GCA_000017945-FLGBHGLA_10940	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_10950	K00030	1.8e-89	297.1	394.83	isocitrate_dehydrogenase_(NAD+)_[EC:1.1.1.41]	-
GCA_000017945-FLGBHGLA_10960	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_10970	K06928	3.7e-37	124.7	61.27	nucleoside-triphosphatase_[EC:3.6.1.15]	high_score
GCA_000017945-FLGBHGLA_10980	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_10990	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_11000	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_11010	K19091	5.2e-06	24.0	34.83	CRISPR-associated_endoribonuclease_Cas6_[EC:3.1.-.-]	-
GCA_000017945-FLGBHGLA_11020	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_11030	K19122	8.4e-06	20.9	169.13	CRISPR-associated_protein_Csc3	-
GCA_000017945-FLGBHGLA_11040	K15342	1.3e-44	150.1	25.77	CRISP-associated_protein_Cas1	high_score
GCA_000017945-FLGBHGLA_11050	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_11060	K00176	2.8e-25	84.8	66.50	2-oxoglutarate_ferredoxin_oxidoreductase_subunit_delta_[EC:1.2.7.3]	high_score
GCA_000017945-FLGBHGLA_11070	K00177	2e-51	171.3	167.10	2-oxoglutarate_ferredoxin_oxidoreductase_subunit_gamma_[EC:1.2.7.3]	high_score
GCA_000017945-FLGBHGLA_11080	K00175	8.2e-77	255.3	216.17	2-oxoglutarate/2-oxoacid_ferredoxin_oxidoreductase_subunit_beta_[EC:1.2.7.3_1.2.7.11]	high_score
GCA_000017945-FLGBHGLA_11090	K00174	2.5e-128	426.0	260.90	2-oxoglutarate/2-oxoacid_ferredoxin_oxidoreductase_subunit_alpha_[EC:1.2.7.3_1.2.7.11]	high_score
GCA_000017945-FLGBHGLA_11100	K01619	2.3e-41	138.6	41.97	deoxyribose-phosphate_aldolase_[EC:4.1.2.4]	high_score
GCA_000017945-FLGBHGLA_11110	K02121	2.2e-32	109.5	92.00	V/A-type_H+/Na+-transporting_ATPase_subunit_E	high_score
GCA_000017945-FLGBHGLA_11120	K02122	4.7e-22	75.1	57.33	V/A-type_H+/Na+-transporting_ATPase_subunit_F	high_score
GCA_000017945-FLGBHGLA_11130	K00728	1.8e-12	43.9	79.40	dolichyl-phosphate-mannose-protein_mannosyltransferase_[EC:2.4.1.109]	-
GCA_000017945-FLGBHGLA_11140	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_11150	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_11160	K09696	2e-50	168.9	226.50	sodium_transport_system_permease_protein	-
GCA_000017945-FLGBHGLA_11170	K01990	5e-78	259.5	225.27	ABC-2_type_transport_system_ATP-binding_protein	high_score
GCA_000017945-FLGBHGLA_11180	K18285	2.1e-117	388.9	436.70	aminodeoxyfutalosine_synthase_[EC:2.5.1.120]	-
GCA_000017945-FLGBHGLA_11190	K16792	1.4e-163	541.2	638.67	methanogen_homoaconitase_large_subunit_[EC:4.2.1.114]	-
GCA_000017945-FLGBHGLA_11200	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_11210	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_11220	K03167	6.6e-187	619.4	119.30	DNA_topoisomerase_VI_subunit_B_[EC:5.6.2.2]	high_score
GCA_000017945-FLGBHGLA_11230	K00600	2.2e-95	316.8	55.47	glycine_hydroxymethyltransferase_[EC:2.1.2.1]	high_score
GCA_000017945-FLGBHGLA_11240	K01151	5.7e-53	177.0	104.47	deoxyribonuclease_IV_[EC:3.1.21.2]	high_score
GCA_000017945-FLGBHGLA_11250	K02917	3.6e-14	49.6	36.43	large_subunit_ribosomal_protein_L35Ae	high_score
GCA_000017945-FLGBHGLA_11260	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_11270	K07182	2.8e-37	125.6	124.13	CBS_domain-containing_protein	high_score
GCA_000017945-FLGBHGLA_11280	K07088	1.9e-24	83.7	136.90	uncharacterized_protein	-
GCA_000017945-FLGBHGLA_11290	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_11300	K01652	2.9e-193	640.2	457.00	acetolactate_synthase_I/II/III_large_subunit_[EC:2.2.1.6]	high_score
GCA_000017945-FLGBHGLA_11310	K11258	1.2e-15	54.0	58.77	acetolactate_synthase_II_small_subunit_[EC:2.2.1.6]	-
GCA_000017945-FLGBHGLA_11320	K02503	9.5e-40	132.4	78.30	histidine_triad_(HIT)_family_protein	high_score
GCA_000017945-FLGBHGLA_11330	K06001	9.9e-189	624.5	370.63	tryptophan_synthase_beta_chain_[EC:4.2.1.20]	high_score
GCA_000017945-FLGBHGLA_11340	K00123	7.2e-64	213.2	819.67	formate_dehydrogenase_major_subunit_[EC:1.17.1.9]	-
GCA_000017945-FLGBHGLA_11350	K01758	2.8e-118	391.9	546.37	cystathionine_gamma-lyase_[EC:4.4.1.1]	-
GCA_000017945-FLGBHGLA_11360	K00772	4.9e-117	386.9	269.20	5'-methylthioadenosine_phosphorylase_[EC:2.4.2.28]	high_score
GCA_000017945-FLGBHGLA_11370	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_11380	K06874	1.1e-38	129.9	59.40	zinc_finger_protein	high_score
GCA_000017945-FLGBHGLA_11390	K02929	2e-26	89.7	36.07	large_subunit_ribosomal_protein_L44e	high_score
GCA_000017945-FLGBHGLA_11400	K22227	5.4e-57	190.4	341.43	heme_synthase	-
GCA_000017945-FLGBHGLA_11410	K17830	8.1e-76	252.3	246.87	digeranylgeranylglycerophospholipid_reductase_[EC:1.3.1.101_1.3.7.11]	high_score
GCA_000017945-FLGBHGLA_11420	K02563	6.5e-16	55.3	121.90	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide)_pyrophosphoryl-undecaprenol_N-acetylglucosamine_transferase_[EC:2.4.1.227]	-
GCA_000017945-FLGBHGLA_11430	K01886	1.2e-84	281.7	508.40	glutaminyl-tRNA_synthetase_[EC:6.1.1.18]	-
GCA_000017945-FLGBHGLA_11440	K03671	9.6e-11	38.9	104.63	thioredoxin_1	-
GCA_000017945-FLGBHGLA_11450	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_11460	K01007	1.9e-291	965.6	370.20	pyruvate,_water_dikinase_[EC:2.7.9.2]	high_score
GCA_000017945-FLGBHGLA_11470	K07725	3.3e-32	108.9	73.63	CRISPR-associated_protein_Csa3	high_score
GCA_000017945-FLGBHGLA_11480	K03183	5.3e-17	59.3	216.67	demethylmenaquinone_methyltransferase_/_2-methoxy-6-polyprenyl-1,4-benzoquinol_methylase_[EC:2.1.1.163_2.1.1.201]	-
