accession	TIRGR	TIGR_description	EC	TIGR_Evalue
GCA_000017945-FLGBHGLA_14020	-	-	-	-
GCA_000017945-FLGBHGLA_14030	-	-	-	-
GCA_000017945-FLGBHGLA_14040	-	-	-	-
GCA_000017945-FLGBHGLA_14050	TIGR01740	orotidine_5'-phosphate_decarboxylase	4.1.1.23	2e-25
GCA_000017945-FLGBHGLA_14060	TIGR03508	decaheme_c-type_cytochrome,_DmsE_family	-	1.3e-06
GCA_000017945-FLGBHGLA_14070	TIGR02055	adenylylsulfate_reductase,_thioredoxin_dependent	1.8.4.10	4.5e-14
GCA_000017945-FLGBHGLA_14080	TIGR00744	ROK_family_protein_(putative_glucokinase)	-	5e-25
GCA_000017945-FLGBHGLA_14090	-	-	-	-
GCA_000017945-FLGBHGLA_14100	-	-	-	-
GCA_000017945-FLGBHGLA_14110	TIGR03384	transcriptional_repressor_BetI	-	4.4e-11
GCA_000017945-FLGBHGLA_14120	TIGR00092	GTP-binding_protein_YchF	-	8.1e-32
GCA_000017945-FLGBHGLA_14130	TIGR00391	hydrogenase_(NiFe)_small_subunit_(hydA)	-	2.1e-40
GCA_000017945-FLGBHGLA_14140	TIGR03295	coenzyme_F420_hydrogenase,_subunit_alpha	1.12.98.1	1.1e-25
GCA_000017945-FLGBHGLA_14150	-	-	-	-
GCA_000017945-FLGBHGLA_14160	TIGR00314	CO_dehydrogenase/acetyl-CoA_synthase_complex,_epsilon_subunit	1.2.99.2	6.7e-06
GCA_000017945-FLGBHGLA_14170	-	-	-	-
GCA_000017945-FLGBHGLA_14180	TIGR01230	agmatinase	3.5.3.11	4.7e-49
GCA_000017945-FLGBHGLA_14190	TIGR02937	RNA_polymerase_sigma_factor,_sigma-70_family	-	1.1e-07
GCA_000017945-FLGBHGLA_14200	-	-	-	-
GCA_000017945-FLGBHGLA_14210	TIGR00306	phosphoglycerate_mutase_(2,3-diphosphoglycerate-independent),_archaeal_form	5.4.2.12	1.1e-138
GCA_000017945-FLGBHGLA_14220	-	-	-	-
GCA_000017945-FLGBHGLA_14230	-	-	-	-
GCA_000017945-FLGBHGLA_14240	TIGR02163	ferredoxin-type_protein,_NapH/MauN_family	-	5.2e-39
GCA_000017945-FLGBHGLA_14250	TIGR00397	MauM/NapG_family_ferredoxin-type_protein	-	2.1e-19
GCA_000017945-FLGBHGLA_14260	TIGR01706	periplasmic_nitrate_reductase,_large_subunit	1.7.99.4	6.8e-107
GCA_000017945-FLGBHGLA_14270	-	-	-	-
GCA_000017945-FLGBHGLA_14280	-	-	-	-
GCA_000017945-FLGBHGLA_14290	TIGR00238	KamA_family_protein	-	1.4e-101
GCA_000017945-FLGBHGLA_14300	TIGR00490	translation_elongation_factor_aEF-2	-	6.4e-278
GCA_000017945-FLGBHGLA_14310	-	-	-	-
GCA_000017945-FLGBHGLA_14320	TIGR02168	chromosome_segregation_protein_SMC	-	1.1e-29
GCA_000017945-FLGBHGLA_14330	-	-	-	-
GCA_000017945-FLGBHGLA_14340	TIGR00658	ornithine_carbamoyltransferase	2.1.3.3	2e-122
GCA_000017945-FLGBHGLA_14350	-	-	-	-
GCA_000017945-FLGBHGLA_14360	-	-	-	-
GCA_000017945-FLGBHGLA_14370	TIGR00177	molybdenum_cofactor_synthesis_domain	-	1.7e-22
GCA_000017945-FLGBHGLA_14380	TIGR00552	NAD+_synthetase	6.3.1.5	3.5e-58
GCA_000017945-FLGBHGLA_14390	-	-	-	-
GCA_000017945-FLGBHGLA_14400	-	-	-	-
GCA_000017945-FLGBHGLA_14410	TIGR02607	addiction_module_antidote_protein,_HigA_family	-	3.6e-10
GCA_000017945-FLGBHGLA_14420	-	-	-	-
GCA_000017945-FLGBHGLA_14430	-	-	-	-
GCA_000017945-FLGBHGLA_14440	-	-	-	-
GCA_000017945-FLGBHGLA_14450	-	-	-	-
GCA_000017945-FLGBHGLA_14460	TIGR01369	carbamoyl-phosphate_synthase,_large_subunit	6.3.5.5	0
GCA_000017945-FLGBHGLA_14470	TIGR01368	carbamoyl-phosphate_synthase,_small_subunit	6.3.5.5	9e-115
GCA_000017945-FLGBHGLA_14480	TIGR01930	acetyl-CoA_C-acyltransferase	2.3.1.16	3.2e-126
GCA_000017945-FLGBHGLA_14490	TIGR01206	lysine_biosynthesis_protein_LysW	-	6.9e-15
GCA_000017945-FLGBHGLA_14500	TIGR02144	lysine_biosynthesis_enzyme_LysX	-	2.1e-95
GCA_000017945-FLGBHGLA_14510	-	-	-	-
GCA_000017945-FLGBHGLA_14520	-	-	-	-
GCA_000017945-FLGBHGLA_14530	TIGR00268	TIGR00268_family_protein	-	5.8e-07
GCA_000017945-FLGBHGLA_14540	TIGR03630	ribosomal_protein_uS17	-	1.1e-48
GCA_000017945-FLGBHGLA_14550	TIGR03673	50S_ribosomal_protein_uL14	-	1.5e-63
GCA_000017945-FLGBHGLA_14560	TIGR01080	ribosomal_protein_uL24	-	1.1e-48
GCA_000017945-FLGBHGLA_14570	-	-	-	-
GCA_000017945-FLGBHGLA_14580	-	-	-	-
GCA_000017945-FLGBHGLA_14590	-	-	-	-
GCA_000017945-FLGBHGLA_14600	-	-	-	-
GCA_000017945-FLGBHGLA_14610	TIGR00393	sugar_isomerase,_KpsF/GutQ_family	-	2.4e-13
GCA_000017945-FLGBHGLA_14620	-	-	-	-
GCA_000017945-FLGBHGLA_14630	TIGR01142	phosphoribosylglycinamide_formyltransferase_2	2.1.2.-	1.4e-146
GCA_000017945-FLGBHGLA_14640	-	-	-	-
GCA_000017945-FLGBHGLA_14650	-	-	-	-
GCA_000017945-FLGBHGLA_14660	TIGR01578	MiaB-like_tRNA_modifying_enzyme,_archaeal-type	-	4.1e-109
GCA_000017945-FLGBHGLA_14670	-	-	-	-
GCA_000017945-FLGBHGLA_14680	-	-	-	-
GCA_000017945-FLGBHGLA_14690	TIGR02170	thymidylate_synthase,_flavin-dependent	2.1.1.148	5.7e-37
GCA_000017945-FLGBHGLA_14700	-	-	-	-
GCA_000017945-FLGBHGLA_14710	-	-	-	-
GCA_000017945-FLGBHGLA_14720	-	-	-	-
GCA_000017945-FLGBHGLA_14730	TIGR02702	iron-sulfur_cluster_biosynthesis_transcriptional_regulator_SufR	-	6.2e-08
GCA_000017945-FLGBHGLA_14740	-	-	-	-
GCA_000017945-FLGBHGLA_14750	-	-	-	-
GCA_000017945-FLGBHGLA_14760	-	-	-	-
GCA_000017945-FLGBHGLA_14770	TIGR00838	argininosuccinate_lyase	4.3.2.1	3.2e-90
GCA_000017945-FLGBHGLA_14780	TIGR01243	AAA_family_ATPase,_CDC48_subfamily	-	0
GCA_000017945-FLGBHGLA_14790	-	-	-	-
GCA_000017945-FLGBHGLA_14800	TIGR03972	wyosine_biosynthesis_protein_TYW1	-	3.1e-135
GCA_000017945-FLGBHGLA_14810	-	-	-	-
GCA_000017945-FLGBHGLA_14820	TIGR00458	aspartate--tRNA(Asn)_ligase	6.1.1.23	5.1e-142
GCA_000017945-FLGBHGLA_14830	TIGR01361	3-deoxy-7-phosphoheptulonate_synthase	2.5.1.54	4.9e-123
GCA_000017945-FLGBHGLA_14840	TIGR00729	ribonuclease_HII	3.1.26.4	3.1e-50
GCA_000017945-FLGBHGLA_14850	-	-	-	-
GCA_000017945-FLGBHGLA_14860	TIGR00176	molybdopterin-guanine_dinucleotide_biosynthesis_protein_B	-	4.6e-17
GCA_000017945-FLGBHGLA_14870	-	-	-	-
GCA_000017945-FLGBHGLA_14880	TIGR00144	beta-ribofuranosylaminobenzene_5'-phosphate_synthase_family	-	4.6e-71
GCA_000017945-FLGBHGLA_14890	TIGR01245	anthranilate_phosphoribosyltransferase	2.4.2.18	6.9e-105
