accession	IPR	IPRMdescription	IPR_PFAM	IPR_PFAMdescription
GCA_000017945-FLGBHGLA_05290	IPR002821;_IPR008040	Hydantoinase_A/oxoprolinase;_Hydantoinaseoxoprolinase,_N-terminal	PF01968;_PF05378	Hydantoinase/oxoprolinase;_Hydantoinase/oxoprolinase_N-terminal_region
GCA_000017945-FLGBHGLA_05300	IPR011047	Quinoprotein_alcohol_dehydrogenase-like_superfamily	-	-
GCA_000017945-FLGBHGLA_05310	-	-	-	-
GCA_000017945-FLGBHGLA_05320	IPR003602;_IPR027417;_IPR013497;_IPR003601;_IPR011545;_IPR014001;_IPR006171;_IPR005736;_IPR013826;_IPR023405;_IPR013824;_IPR001650;_IPR034142	DNA_topoisomerase,_type_IA,_DNA-binding_domain;_P-loop_containing_nucleoside_triphosphate_hydrolase;_DNA_topoisomerase,_type_IA,_central;_DNA_topoisomerase,_type_IA,_domain_2;_DEAD/DEAH_box_helicase_domain;_Helicase_superfamily_1/2,_ATP-binding_domain;_TOPRIM__domain;_Reverse_gyrase;_DNA_topoisomerase,_type_IA,_central_region,_subdomain_3;_DNA_topoisomerase,_type_IA,_core_domain;_DNA_topoisomerase,_type_IA,_central_region,_subdomain_1;_Helicase,_C-terminal;_Reverse_gyrase,_TOPRIM_domain	PF00270;_PF01131;_PF01751	DEAD/DEAH_box_helicase;_DNA_topoisomerase;_Toprim_domain
GCA_000017945-FLGBHGLA_05330	IPR001650;_IPR027417;_IPR011545;_IPR014001	Helicase,_C-terminal;_P-loop_containing_nucleoside_triphosphate_hydrolase;_DEAD/DEAH_box_helicase_domain;_Helicase_superfamily_1/2,_ATP-binding_domain	PF00271;_PF00270	Helicase_conserved_C-terminal_domain;_DEAD/DEAH_box_helicase
GCA_000017945-FLGBHGLA_05340	-	-	-	-
GCA_000017945-FLGBHGLA_05350	IPR037171;_IPR027363;_IPR005251;_IPR011559;_IPR000649	NagB/RpiA_transferase-like;_Methylthioribose-1-phosphate_isomerase,_N-terminal;_Methylthioribose-1-phosphate_isomerase;_Initiation_factor_2B_alpha/beta/delta;_Initiation_factor_2B-related	PF01008	Initiation_factor_2_subunit_family
GCA_000017945-FLGBHGLA_05360	-	-	-	-
GCA_000017945-FLGBHGLA_05370	IPR011650;_IPR036264;_IPR010182;_IPR002933	Peptidase_M20,_dimerisation_domain;_Bacterial_exopeptidase_dimerisation_domain;_N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine_deformylase/Succinyl-diaminopimelate_desuccinylase;_Peptidase_M20	PF07687;_PF01546	Peptidase_dimerisation_domain;_Peptidase_family_M20/M25/M40
GCA_000017945-FLGBHGLA_05380	-	-	-	-
GCA_000017945-FLGBHGLA_05390	IPR007362	Protein_of_unknown_function_DUF429	PF04250	Protein_of_unknown_function_(DUF429)
GCA_000017945-FLGBHGLA_05400	-	-	-	-
GCA_000017945-FLGBHGLA_05410	IPR024654;_IPR029052	Calcineurin-like_phosphoesterase_domain,_lpxH_type;_Metallo-dependent_phosphatase-like	PF12850	Calcineurin-like_phosphoesterase_superfamily_domain
GCA_000017945-FLGBHGLA_05420	IPR019039	RNA_ligase_T4__Rnl1,_N-terminal	PF09511	RNA_ligase
GCA_000017945-FLGBHGLA_05430	-	-	-	-
GCA_000017945-FLGBHGLA_05440	IPR005614	NrfD_family	PF03916	Polysulphide_reductase,_NrfD
GCA_000017945-FLGBHGLA_05450	IPR017896;_IPR019546;_IPR017900	4Fe-4S_ferredoxin-type,_iron-sulphur_binding_domain;_Twin-arginine_translocation_pathway,_signal_sequence,_bacterial/archaeal;_4Fe-4S_ferredoxin,_iron-sulphur_binding,_conserved_site	PF13247	4Fe-4S_dicluster_domain
GCA_000017945-FLGBHGLA_05460	IPR036280;_IPR011031	Multiheme_cytochrome_superfamily;_Multihaem_cytochrome	-	-
GCA_000017945-FLGBHGLA_05470	IPR035904;_IPR000453;_IPR020541	Chorismate_synthase_AroC_superfamily;_Chorismate_synthase;_Chorismate_synthase,_conserved_site	PF01264	Chorismate_synthase
GCA_000017945-FLGBHGLA_05480	IPR037136;_IPR017770;_IPR013792;_IPR000228;_IPR036553;_IPR020719;_IPR013791;_IPR023797	RNA_3'-terminal_phosphate_cyclase_domain_superfamily;_RNA_3'-terminal_phosphate_cyclase_type_1;_RNA_3'-terminal_phosphate_cyclase/enolpyruvate_transferase,_alpha/beta;_RNA_3'-terminal_phosphate_cyclase;_RNA_3'-terminal_phosphate_cyclase,_insert_domain_superfamily;_RNA_3'-terminal_phosphate_cyclase-like,_conserved_site;_RNA_3'-terminal_phosphate_cyclase,_insert_domain;_RNA_3'-terminal_phosphate_cyclase_domain	PF05189;_PF01137	RNA_3'-terminal_phosphate_cyclase_(RTC),_insert_domain;_RNA_3'-terminal_phosphate_cyclase
GCA_000017945-FLGBHGLA_05490	IPR029045;_IPR002825	ClpP/crotonase-like_domain_superfamily;_Peptidase_S49,_serine-peptidase_prokaryotes	PF01972	Serine_dehydrogenase_proteinase
GCA_000017945-FLGBHGLA_05500	-	-	-	-
GCA_000017945-FLGBHGLA_05510	IPR023828;_IPR000209;_IPR036852;_IPR015500	Peptidase_S8,_subtilisin,_Ser-active_site;_Peptidase_S8/S53_domain;_Peptidase_S8/S53_domain_superfamily;_Peptidase_S8,_subtilisin-related	PF00082	Subtilase_family
GCA_000017945-FLGBHGLA_05520	-	-	-	-
GCA_000017945-FLGBHGLA_05530	IPR016064;_IPR017437;_IPR002504;_IPR017438	NAD_kinase/diacylglycerol_kinase-like_domain_superfamily;_ATP-NAD_kinase,_PpnK-type,_C-terminal;_NAD_kinase;_Inorganic_polyphosphate/ATP-NAD_kinase,_N-terminal	PF01513	ATP-NAD_kinase
GCA_000017945-FLGBHGLA_05540	IPR002762	Cobalamin_(vitamin_B12)_biosynthesis_CbiX	PF01903	CbiX
GCA_000017945-FLGBHGLA_05550	IPR007171;_IPR023131	Protein_of_unknown_function_DUF371;_Mth639-like_domain_superfamily	PF04027	Domain_of_unknown_function_(DUF371)
GCA_000017945-FLGBHGLA_05560	IPR004680	Citrate_transporter-like_domain	PF03600	Citrate_transporter
GCA_000017945-FLGBHGLA_05570	IPR036554;_IPR010189;_IPR020568;_IPR006204;_IPR014721;_IPR013750	GHMP_kinase,_C-terminal_domain_superfamily;_Shikimate_kinase,_archaea;_Ribosomal_protein_S5_domain_2-type_fold;_GHMP_kinase_N-terminal_domain;_Ribosomal_protein_S5_domain_2-type_fold,_subgroup;_GHMP_kinase,_C-terminal_domain	PF00288;_PF08544	GHMP_kinases_N_terminal_domain;_GHMP_kinases_C_terminal
GCA_000017945-FLGBHGLA_05580	IPR011047	Quinoprotein_alcohol_dehydrogenase-like_superfamily	-	-
GCA_000017945-FLGBHGLA_05590	IPR001135;_IPR037232;_IPR001268;_IPR038290;_IPR029014	NADH-quinone_oxidoreductase,_subunit_D;_NADH:ubiquinone_oxidoreductase,_30kDa_subunit_superfamily;_NADH:ubiquinone_oxidoreductase,_30kDa_subunit;_NADH-quinone_oxidoreductase,_subunit_D_superfamily;_[NiFe]-hydrogenase,_large_subunit	PF00346;_PF00329	Respiratory-chain_NADH_dehydrogenase,_49_Kd_subunit;_Respiratory-chain_NADH_dehydrogenase,_30_Kd_subunit
GCA_000017945-FLGBHGLA_05600	IPR006137	NADH:ubiquinone_oxidoreductase-like,_20kDa_subunit	PF01058	NADH_ubiquinone_oxidoreductase,_20_Kd_subunit
GCA_000017945-FLGBHGLA_05610	IPR000440;_IPR038430	NADH:ubiquinone/plastoquinone_oxidoreductase,_chain_3;_NADH:ubiquinone_oxidoreductase,_subunit_3_superfamily	PF00507	NADH-ubiquinone/plastoquinone_oxidoreductase,_chain_3
GCA_000017945-FLGBHGLA_05620	IPR010227;_IPR003918;_IPR001750	NADH-quinone_oxidoreductase,_chain_M/4;_NADH:ubiquinone_oxidoreductase;_NADH:quinone_oxidoreductase/Mrp_antiporter,_membrane_subunit	PF00361	Proton-conducting_membrane_transporter
GCA_000017945-FLGBHGLA_05630	IPR001516;_IPR001750;_IPR003945	NADH-Ubiquinone_oxidoreductase_(complex_I),_chain_5_N-terminal;_NADH:quinone_oxidoreductase/Mrp_antiporter,_membrane_subunit;_NADH-plastoquinone_oxidoreductase,_chain_5	PF00662;_PF00361	NADH-Ubiquinone_oxidoreductase_(complex_I),_chain_5_N-terminus;_Proton-conducting_membrane_transporter
GCA_000017945-FLGBHGLA_05640	IPR023465;_IPR023602;_IPR023470;_IPR039063	Riboflavin_kinase_domain_superfamily;_Riboflavin_kinase_domain,_CTP-dependent;_Riboflavin_kinase,_archaeal;_Riboflavin_kinase,_CTP-dependent	PF01982	Domain_of_unknown_function_DUF120
GCA_000017945-FLGBHGLA_05650	-	-	-	-
GCA_000017945-FLGBHGLA_05660	-	-	-	-
GCA_000017945-FLGBHGLA_05670	-	-	-	-
GCA_000017945-FLGBHGLA_05680	IPR003439;_IPR003593;_IPR017871;_IPR027417	ABC_transporter-like;_AAA+_ATPase_domain;_ABC_transporter,_conserved_site;_P-loop_containing_nucleoside_triphosphate_hydrolase	PF00005	ABC_transporter
GCA_000017945-FLGBHGLA_05690	IPR002830	UbiD_decarboxylyase_family	PF01977	3-octaprenyl-4-hydroxybenzoate_carboxy-lyase
GCA_000017945-FLGBHGLA_05700	IPR029044	Nucleotide-diphospho-sugar_transferases	-	-
GCA_000017945-FLGBHGLA_05710	IPR016181;_IPR000182	Acyl-CoA_N-acyltransferase;_GNAT_domain	PF00583	Acetyltransferase_(GNAT)_family
GCA_000017945-FLGBHGLA_05720	IPR003382;_IPR035929;_IPR036551;_IPR007085;_IPR005252	Flavoprotein;_CoaB-like_superfamily;_Flavin_prenyltransferase-like;_DNA/pantothenate_metabolism_flavoprotein,_C-terminal;_Coenzyme_A_biosynthesis_bifunctional_protein_CoaBC	PF02441;_PF04127	Flavoprotein;_DNA_/_pantothenate_metabolism_flavoprotein
GCA_000017945-FLGBHGLA_05730	IPR020846;_IPR011701;_IPR036259	Major_facilitator_superfamily_domain;_Major_facilitator_superfamily;_MFS_transporter_superfamily	PF07690	Major_Facilitator_Superfamily
GCA_000017945-FLGBHGLA_05740	-	-	-	-
GCA_000017945-FLGBHGLA_05750	IPR038763	DHH_phosphoesterase_superfamily	-	-
GCA_000017945-FLGBHGLA_05760	-	-	-	-
GCA_000017945-FLGBHGLA_05770	IPR001453;_IPR036425	MoaB/Mog_domain;_MoaB/Mog-like_domain_superfamily	PF00994	Probable_molybdopterin_binding_domain
GCA_000017945-FLGBHGLA_05780	IPR002922;_IPR036188;_IPR022828;_IPR000103	Thiazole_biosynthetic_enzyme_Thi4_family;_FAD/NAD(P)-binding_domain_superfamily;_Thiazole_biosynthetic_enzyme,_prokaryotic;_Pyridine_nucleotide-disulphide_oxidoreductase,_class-II	PF01946	Thi4_family
GCA_000017945-FLGBHGLA_05790	IPR015943;_IPR001680;_IPR036322;_IPR024977	WD40/YVTN_repeat-like-containing_domain_superfamily;_WD40_repeat;_WD40-repeat-containing_domain_superfamily;_Anaphase-promoting_complex_subunit_4,_WD40_domain	PF12894	Anaphase-promoting_complex_subunit_4_WD40_domain
GCA_000017945-FLGBHGLA_05800	IPR038019;_IPR002496;_IPR026660	Phosphoribosyl-AMP_cyclohydrolase_domain_superfamily;_Phosphoribosyl-AMP_cyclohydrolase_domain;_Phosphoribosyl-AMP_cyclohydrolase	PF01502	Phosphoribosyl-AMP_cyclohydrolase
GCA_000017945-FLGBHGLA_05810	-	-	-	-
GCA_000017945-FLGBHGLA_05820	IPR013785;_IPR006638;_IPR027596;_IPR007197;_IPR016431	Aldolase-type_TIM_barrel;_Elp3/MiaB/NifB;_AmmeMemoRadiSam_system_radical_SAM_enzyme;_Radical_SAM;_Pyruvate-formate_lyase-activating_enzyme,_predicted	PF13353;_PF04055	4Fe-4S_single_cluster_domain;_Radical_SAM_superfamily
GCA_000017945-FLGBHGLA_05830	IPR006016;_IPR014729;_IPR006015	UspA;_Rossmann-like_alpha/beta/alpha_sandwich_fold;_Universal_stress_protein_A	PF00582	Universal_stress_protein_family
GCA_000017945-FLGBHGLA_05840	-	-	-	-
GCA_000017945-FLGBHGLA_05850	IPR002586;_IPR027417	CobQ/CobB/MinD/ParA_nucleotide_binding_domain;_P-loop_containing_nucleoside_triphosphate_hydrolase	PF01656	CobQ/CobB/MinD/ParA_nucleotide_binding_domain
GCA_000017945-FLGBHGLA_05860	IPR024192;_IPR001048;_IPR036393	Fosfomycin_resistance_kinase,_FomA-type;_Aspartate/glutamate/uridylate_kinase;_Acetylglutamate_kinase-like_superfamily	PF00696	Amino_acid_kinase_family
GCA_000017945-FLGBHGLA_05870	IPR028082	Periplasmic_binding_protein-like_I	-	-
GCA_000017945-FLGBHGLA_05880	IPR002315;_IPR006195;_IPR027031;_IPR033731;_IPR036621;_IPR004154	Glycyl-tRNA_synthetase;_Aminoacyl-tRNA_synthetase,_class_II;_Glycyl-tRNA_synthetase/DNA_polymerase_subunit_gamma-2;_Glycyl-tRNA_synthetase-like_core_domain;_Anticodon-binding_domain_superfamily;_Anticodon-binding	PF03129	Anticodon_binding_domain
GCA_000017945-FLGBHGLA_05890	-	-	-	-
GCA_000017945-FLGBHGLA_05900	-	-	-	-
GCA_000017945-FLGBHGLA_05910	IPR006426;_IPR001962;_IPR033738;_IPR029055;_IPR017932	Asparagine_synthase,_glutamine-hydrolyzing;_Asparagine_synthase;_Asparagine_synthase,_N-terminal_domain;_Nucleophile_aminohydrolases,_N-terminal;_Glutamine_amidotransferase_type_2_domain	PF00733;_PF13537	Asparagine_synthase;_Glutamine_amidotransferase_domain
GCA_000017945-FLGBHGLA_05920	IPR002830	UbiD_decarboxylyase_family	PF01977	3-octaprenyl-4-hydroxybenzoate_carboxy-lyase
GCA_000017945-FLGBHGLA_05930	IPR001109;_IPR037254	Hydrogenase_expression/formation_protein,_HupF/HypC;_HupF/HypC_superfamily	PF01455	HupF/HypC_family
GCA_000017945-FLGBHGLA_05940	IPR002293	Amino_acid/polyamine_transporter_I	PF13520	Amino_acid_permease
GCA_000017945-FLGBHGLA_05950	-	-	-	-
GCA_000017945-FLGBHGLA_05960	IPR009025;_IPR036603;_IPR008193	DNA-directed_RNA_polymerase,_RBP11-like_dimerisation_domain;_RNA_polymerase,_RBP11-like_subunit;_DNA-directed_RNA_polymerase_Rpb11,_13-16kDa_subunit,_conserved_site	PF13656	RNA_polymerase_Rpb3/Rpb11_dimerisation_domain
GCA_000017945-FLGBHGLA_05970	IPR019202	Protein_of_unknown_function_DUF2067	PF09840	Uncharacterized_protein_conserved_in_archaea_(DUF2067)
GCA_000017945-FLGBHGLA_05980	IPR039771;_IPR030850;_IPR012340;_IPR025721	Exosome_complex_component_Csl4;_Exosome_complex_component_Csl4,_archaea;_Nucleic_acid-binding,_OB-fold;_Exosome_complex_component,_N-terminal_domain	PF14382	Exosome_complex_exonuclease_RRP4_N-terminal_region
GCA_000017945-FLGBHGLA_05990	IPR000182;_IPR006464;_IPR016181	GNAT_domain;_N-acetyltransferase_RimI/Ard1;_Acyl-CoA_N-acyltransferase	PF00583	Acetyltransferase_(GNAT)_family
GCA_000017945-FLGBHGLA_06000	-	-	-	-
GCA_000017945-FLGBHGLA_06010	IPR001216;_IPR001926;_IPR036052	Cysteine_synthase/cystathionine_beta-synthase,_pyridoxal-phosphate_attachment_site;_Pyridoxal-phosphate_dependent_enzyme;_Tryptophan_synthase_beta_subunit-like_PLP-dependent_enzyme	PF00291	Pyridoxal-phosphate_dependent_enzyme
GCA_000017945-FLGBHGLA_06020	IPR024096;_IPR004096	NO_signalling/Golgi_transport_ligand-binding_domain_superfamily;_4-vinyl_reductase,_4VR	PF02830	V4R_domain
GCA_000017945-FLGBHGLA_06030	IPR012676;_IPR027417;_IPR012675;_IPR031662;_IPR004095;_IPR006073	TGS-like;_P-loop_containing_nucleoside_triphosphate_hydrolase;_Beta-grasp_domain_superfamily;_GTP_binding_protein,_second_domain;_TGS;_GTP_binding_domain	PF16897;_PF02824;_PF01926	C-terminal_region_of_MMR_HSR1_domain;_TGS_domain;_50S_ribosome-binding_GTPase
GCA_000017945-FLGBHGLA_06040	IPR036188	FAD/NAD(P)-binding_domain_superfamily	-	-
GCA_000017945-FLGBHGLA_06050	-	-	-	-
GCA_000017945-FLGBHGLA_06060	IPR036157;_IPR008181;_IPR033704;_IPR029054	dUTPase-like_superfamily;_Deoxyuridine_triphosphate_nucleotidohydrolase;_dUTPase,_trimeric;_dUTPase-like	PF00692	dUTPase
GCA_000017945-FLGBHGLA_06070	IPR018520;_IPR001441;_IPR036424	Di-trans-poly-cis-decaprenylcistransferase-like,_conserved_site;_Decaprenyl_diphosphate_synthase-like;_Decaprenyl_diphosphate_synthase-like_superfamily	PF01255	Putative_undecaprenyl_diphosphate_synthase
GCA_000017945-FLGBHGLA_06080	IPR005937;_IPR027417;_IPR023501;_IPR003959;_IPR003960;_IPR003593	26S_proteasome_regulatory_subunit_P45-like;_P-loop_containing_nucleoside_triphosphate_hydrolase;_Proteasome-activating_nucleotidase_PAN;_ATPase,_AAA-type,_core;_ATPase,_AAA-type,_conserved_site;_AAA+_ATPase_domain	PF00004	ATPase_family_associated_with_various_cellular_activities_(AAA)
GCA_000017945-FLGBHGLA_06090	IPR020934;_IPR002222;_IPR005713;_IPR023575	Ribosomal_protein_S19_conserved_site;_Ribosomal_protein_S19/S15;_Ribosomal_protein_S19A/S15e;_Ribosomal_protein_S19,_superfamily	PF00203	Ribosomal_protein_S19
GCA_000017945-FLGBHGLA_06100	IPR036394;_IPR018260;_IPR001063;_IPR005721	Ribosomal_protein_L22/L17_superfamily;_Ribosomal_protein_L22/L17,_conserved_site;_Ribosomal_protein_L22/L17;_Ribosomal_protein_L22/L17,_eukaryotic/archaeal	PF00237	Ribosomal_protein_L22p/L17e
GCA_000017945-FLGBHGLA_06110	IPR001351;_IPR009019;_IPR036419;_IPR004044;_IPR015946;_IPR005703;_IPR027488;_IPR004087	Ribosomal_protein_S3,_C-terminal;_K_homology_domain_superfamily,_prokaryotic_type;_Ribosomal_protein_S3,_C-terminal_domain_superfamily;_K_Homology_domain,_type_2;_K_homology_domain-like,_alpha/beta;_Ribosomal_protein_S3,_eukaryotic/archaeal;_Ribosomal_protein_S3,_archaeal;_K_Homology_domain	PF00189;_PF07650	Ribosomal_protein_S3,_C-terminal_domain;_KH_domain
GCA_000017945-FLGBHGLA_06120	IPR036049;_IPR001854;_IPR018254	Ribosomal_protein_L29/L35_superfamily;_Ribosomal_protein_L29/L35;_Ribosomal_protein_L29,_conserved_site	PF00831	Ribosomal_L29_protein
GCA_000017945-FLGBHGLA_06130	IPR023534;_IPR002730;_IPR036980;_IPR023538	Rof/RNase_P-like;_Ribonuclease_P/MRP,_subunit_p29;_Ribonuclease_P/MRP,_subunit_p29_superfamily;_Ribonuclease_P_protein_component_1	PF01868	Domain_of_unknown_function_UPF0086
GCA_000017945-FLGBHGLA_06140	-	-	-	-
GCA_000017945-FLGBHGLA_06150	-	-	-	-
GCA_000017945-FLGBHGLA_06160	IPR004925;_IPR024674;_IPR024719;_IPR009100;_IPR036250	HpaB/PvcC/4-BUDH;_HpaB/PvcC/4-BUDH_N-terminal;_HpaB/PvcC/4-BUDH_C-terminal;_Acyl-CoA_dehydrogenase/oxidase,_N-terminal_and_middle_domain_superfamily;_Acyl-CoA_dehydrogenase-like,_C-terminal	PF11794;_PF03241	4-hydroxyphenylacetate_3-hydroxylase_N_terminal;_4-hydroxyphenylacetate_3-hydroxylase_C_terminal
GCA_000017945-FLGBHGLA_06170	IPR006680;_IPR002195;_IPR032466;_IPR011059	Amidohydrolase-related;_Dihydroorotase,_conserved_site;_Metal-dependent_hydrolase;_Metal-dependent_hydrolase,_composite_domain_superfamily	PF01979	Amidohydrolase_family
GCA_000017945-FLGBHGLA_06180	-	-	-	-
GCA_000017945-FLGBHGLA_06190	IPR000644	CBS_domain	PF00571	CBS_domain
GCA_000017945-FLGBHGLA_06200	-	-	-	-
GCA_000017945-FLGBHGLA_06210	IPR029055;_IPR000836;_IPR005854;_IPR017932;_IPR029057	Nucleophile_aminohydrolases,_N-terminal;_Phosphoribosyltransferase_domain;_Amidophosphoribosyltransferase;_Glutamine_amidotransferase_type_2_domain;_Phosphoribosyltransferase-like	PF00156	Phosphoribosyl_transferase_domain
GCA_000017945-FLGBHGLA_06220	IPR017896;_IPR017900	4Fe-4S_ferredoxin-type,_iron-sulphur_binding_domain;_4Fe-4S_ferredoxin,_iron-sulphur_binding,_conserved_site	PF12838;_PF13187	4Fe-4S_dicluster_domain
GCA_000017945-FLGBHGLA_06230	IPR001387;_IPR010982;_IPR017271	Cro/C1-type_helix-turn-helix_domain;_Lambda_repressor-like,_DNA-binding_domain_superfamily;_Transcription_regulator_HTH,_MJ1545,_predicted	PF01381	Helix-turn-helix
GCA_000017945-FLGBHGLA_06240	IPR002715;_IPR009060;_IPR038187;_IPR005231	Nascent_polypeptide-associated_complex_NAC_domain;_UBA-like_superfamily;_NAC_A/B_domain_superfamily;_Nascent_polypeptide-associated_complex_(NAC),_archaeal	PF01849	NAC_domain
GCA_000017945-FLGBHGLA_06250	IPR001279;_IPR022712;_IPR036866;_IPR011108	Metallo-beta-lactamase;_Beta-Casp_domain;_Ribonuclease_Z/Hydroxyacylglutathione_hydrolase-like;_Zn-dependent_metallo-hydrolase,_RNA_specificity_domain	PF10996;_PF16661;_PF07521	Beta-Casp_domain;_Metallo-beta-lactamase_superfamily_domain;_Zn-dependent_metallo-hydrolase_RNA_specificity_domain
GCA_000017945-FLGBHGLA_06260	-	-	-	-
GCA_000017945-FLGBHGLA_06270	IPR027485;_IPR023473;_IPR023472;_IPR002733;_IPR027623;_IPR036071	AMMECR1,_N-terminal;_AMMECR1;_Uncharacterised_protein_family_MJ0810;_AMMECR1_domain;_AmmeMemoRadiSam_system_protein_A;_AMMECR1_domain_superfamily	PF01871	AMMECR1
GCA_000017945-FLGBHGLA_06280	IPR028366;_IPR026022;_IPR038078	Phosphate_transport_system_protein_PhoU;_PhoU_domain;_PhoU-like_domain_superfamily	PF01895	PhoU_domain
GCA_000017945-FLGBHGLA_06290	IPR013023;_IPR000506;_IPR036291;_IPR008927;_IPR013116;_IPR014359	Ketol-acid_reductoisomerase;_Ketol-acid_reductoisomerase,_C-terminal;_NAD(P)-binding_domain_superfamily;_6-phosphogluconate_dehydrogenase-like,_C-terminal_domain_superfamily;_Ketol-acid_reductoisomerase,_N-terminal;_Ketol-acid_reductoisomerase,_prokaryotic	PF07991;_PF01450	Acetohydroxy_acid_isomeroreductase,_NADPH-binding_domain;_Acetohydroxy_acid_isomeroreductase,_catalytic_domain
GCA_000017945-FLGBHGLA_06300	-	-	-	-
GCA_000017945-FLGBHGLA_06310	IPR002490	V-type__ATPase,_V0_complex,_116kDa_subunit_family	PF01496	V-type_ATPase_116kDa_subunit_family
GCA_000017945-FLGBHGLA_06320	IPR022649;_IPR022648;_IPR000730	Proliferating_cell_nuclear_antigen,_PCNA,_C-terminal;_Proliferating_cell_nuclear_antigen,_PCNA,_N-terminal;_Proliferating_cell_nuclear_antigen,_PCNA	PF02747;_PF00705	Proliferating_cell_nuclear_antigen,_C-terminal_domain;_Proliferating_cell_nuclear_antigen,_N-terminal_domain
GCA_000017945-FLGBHGLA_06330	IPR016067;_IPR003826;_IPR017716	S-adenosylmethionine_decarboxylase,_core;_S-adenosylmethionine_decarboxylase_family,_prokaryotic;_S-adenosylmethionine_decarboxylase_proenzyme	PF02675	S-adenosylmethionine_decarboxylase
GCA_000017945-FLGBHGLA_06340	-	-	-	-
GCA_000017945-FLGBHGLA_06350	-	-	-	-
GCA_000017945-FLGBHGLA_06360	IPR036739;_IPR006667	SLC41_divalent_cation_transporters,_integral_membrane_domain_superfamily;_SLC41_divalent_cation_transporters,_integral_membrane_domain	PF01769	Divalent_cation_transporter
GCA_000017945-FLGBHGLA_06370	IPR001279;_IPR036866	Metallo-beta-lactamase;_Ribonuclease_Z/Hydroxyacylglutathione_hydrolase-like	PF12706	Beta-lactamase_superfamily_domain
GCA_000017945-FLGBHGLA_06380	IPR016050;_IPR019983;_IPR029055;_IPR000243;_IPR001353;_IPR023333	Proteasome_beta-type_subunit,_conserved_site;_Peptidase_T1A,_proteasome_beta-subunit,_archaeal;_Nucleophile_aminohydrolases,_N-terminal;_Peptidase_T1A,_proteasome_beta-subunit;_Proteasome,_subunit_alpha/beta;_Proteasome_B-type_subunit	PF00227	Proteasome_subunit
GCA_000017945-FLGBHGLA_06390	IPR022890;_IPR036188;_IPR000103;_IPR023753	Ferredoxin--NADP_reductase,_type_2;_FAD/NAD(P)-binding_domain_superfamily;_Pyridine_nucleotide-disulphide_oxidoreductase,_class-II;_FAD/NAD(P)-binding_domain	PF07992	Pyridine_nucleotide-disulphide_oxidoreductase
GCA_000017945-FLGBHGLA_06400	-	-	-	-
GCA_000017945-FLGBHGLA_06410	IPR029063;_IPR000241;_IPR002052	S-adenosyl-L-methionine-dependent_methyltransferase;_Putative_RNA_methylase_domain;_DNA_methylase,_N-6_adenine-specific,_conserved_site	PF01170	Putative_RNA_methylase_family_UPF0020
GCA_000017945-FLGBHGLA_06420	IPR029039;_IPR005025	Flavoprotein-like_superfamily;_NADPH-dependent_FMN_reductase-like	PF03358	NADPH-dependent_FMN_reductase
GCA_000017945-FLGBHGLA_06430	IPR036393;_IPR037529;_IPR001048;_IPR004662	Acetylglutamate_kinase-like_superfamily;_[LysW]-aminoadipate/[LysW]-glutamate_kinase;_Aspartate/glutamate/uridylate_kinase;_Acetylglutamate_kinase_family	PF00696	Amino_acid_kinase_family
GCA_000017945-FLGBHGLA_06440	IPR001732;_IPR008927;_IPR028359;_IPR017476;_IPR036291;_IPR036220;_IPR014027;_IPR014026	UDP-glucose/GDP-mannose_dehydrogenase,_N-terminal;_6-phosphogluconate_dehydrogenase-like,_C-terminal_domain_superfamily;_UDP-N-acetyl-D-mannosamine/glucosamine_dehydrogenase;_UDP-glucose/GDP-mannose_dehydrogenase;_NAD(P)-binding_domain_superfamily;_UDP-glucose/GDP-mannose_dehydrogenase,_C-terminal_domain_superfamily;_UDP-glucose/GDP-mannose_dehydrogenase,_C-terminal;_UDP-glucose/GDP-mannose_dehydrogenase,_dimerisation	PF03721;_PF03720;_PF00984	UDP-glucose/GDP-mannose_dehydrogenase_family,_NAD_binding_domain;_UDP-glucose/GDP-mannose_dehydrogenase_family,_UDP_binding_domain;_UDP-glucose/GDP-mannose_dehydrogenase_family,_central_domain
