accession	BinID	NewContigID	OldContigId	ContigIdMerge	ContigNewLength	ContigOldLength	GC	ProteinID	ProteinGC	ProteinLength	Prokka	NCBI_COG	NCBI_COG_Description	PathwayID	Pathway	NCBI_COG_evalue	arcogs	arcogs_geneID	arcogs_Description	Pathway	arcogs_evalue	KO_hmm	e_value	bit_score	bit_score_cutoff	Definition	confidence	PFAM_hmm	PFAM_description	Pfam_Evalue	TIRGR	TIGR_description	EC	TIGR_Evalue	CAZy	CAZy_evalue	Description	TDBD_ID	TPDB_evalue	HydDB	Description	HydDB_evalue	IPR	IPRMdescription	IPR_PFAM	IPR_PFAMdescription	TopHit	E_value	PecID	TaxID	TaxString
GCA_000017945-FLGBHGLA_04420	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04420	0.088	250	Tryptophan synthase alpha chain	COG0159	Tryptophan_synthase_alpha_chain	E	Aromatic_amino_acid_biosynthesis	7.1e-43	arCOG01086	TrpA	Tryptophan_synthase_alpha_chain	E	1.5e-51	K01695	3.1e-40	134.8	66.57	tryptophan_synthase_alpha_chain_[EC:4.2.1.20]	high_score	PF00290	Tryptophan_synthase_alpha_chain	7.6e-32	TIGR00262	tryptophan_synthase,_alpha_subunit	4.2.1.20	5.8e-29	-	-	-	-	-	-	-	-	IPR002028;_IPR011060;_IPR013785	Tryptophan_synthase,_alpha_chain;_Ribulose-phosphate_binding_barrel;_Aldolase-type_TIM_barrel	PF00290	Tryptophan_synthase_alpha_chain	ABU81614.1_tryptophan_synthase,_alpha_chain_[Ignicoccus_hospitalis_KIN4/I]	6.6e-139	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04430	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04430	0.049	61	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	WP_011998467.1_hypothetical_protein_[Ignicoccus_hospitalis]	4.9e-27	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04440	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04440	0.037	160	hypothetical protein	-	-	-	-	-	arCOG09748	-	Uncharacterized_protein	S	4.8e-31	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ABU81616.1_hypothetical_protein_Igni_0433_[Ignicoccus_hospitalis_KIN4/I]	6.6e-84	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04450	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04450	0.06	82	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_04460	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04460	0.116	43	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_000017945-FLGBHGLA_04470	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04470	0.119	336	hypothetical protein	COG3391	DNA-binding_beta-propeller_fold_protein_YncE	R	-	3.1e-06	arCOG02491	-	WD40_repeats_containing_protein	S	6.5e-51	K11997	2.4e-06	23.7	366.17	tripartite_motif-containing_protein_2/3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	IPR015943	WD40/YVTN_repeat-like-containing_domain_superfamily	-	-	WP_011998469.1_hypothetical_protein_[Ignicoccus_hospitalis]	7.9e-204	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04480	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04480	0.125	256	hypothetical protein	-	-	-	-	-	arCOG02491	-	WD40_repeats_containing_protein	S	3e-34	K17713	2.5e-06	24.1	126.93	outer_membrane_protein_assembly_factor_BamB	-	PF13360	PQQ-like_domain	7.8e-06	-	-	-	-	-	-	-	-	-	-	-	-	IPR015943	WD40/YVTN_repeat-like-containing_domain_superfamily	-	-	WP_011998470.1_hypothetical_protein_[Ignicoccus_hospitalis]	2.2e-142	99.6	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04490	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04490	0.113	237	Serine/threonine-protein kinase ArnS	COG5752	Signaling_protein_combining_a_Ser/Thr_protein_kinase_domain_and_the_GUN4/Ycf53_porphyrin-binding_domain	T	-	4.4e-12	arCOG03682	SPS1	Membrane_associated_serine/threonine_protein_kinase	T	6.9e-28	K08884	6e-29	98.4	219.57	serine/threonine_protein_kinase,_bacterial_[EC:2.7.11.1]	-	PF00069	Protein_kinase_domain	2e-19	TIGR03903	TOMM_system_kinase/cyclase_fusion_protein	-	1.4e-07	-	-	-	-	-	-	-	-	IPR011009;_IPR000719	Protein_kinase-like_domain_superfamily;_Protein_kinase_domain	PF00069	Protein_kinase_domain	ABU81619.1_protein_kinase_[Ignicoccus_hospitalis_KIN4/I]	5.0e-128	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04500	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04500	0.022	219	hypothetical protein	COG1579	Predicted_nucleic_acid-binding_protein_DR0291,_contains_C4-type_Zn-ribbon_domain	R	-	1.7e-08	arCOG03724	-	KID-like_repeats_containing_protein,_paREP15_family	S	9.6e-29	K19765	8e-08	29.3	32.57	heat_shock_factor-binding_protein_1	-	PF16043	Domain_of_unknown_function_(DUF4795)	1.1e-09	TIGR02169	chromosome_segregation_protein_SMC	-	8.7e-07	-	-	-	-	-	-	-	-	-	-	-	-	ABU81620.1_hypothetical_protein_Igni_0437_[Ignicoccus_hospitalis_KIN4/I]	7.0e-52	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04510	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04510	0.131	175	[Protein ADP-ribosylglutamate] hydrolase	COG2110	O-acetyl-ADP-ribose_deacetylase_(regulator_of_RNase_III),_contains_Macro_domain	J	-	7.8e-48	arCOG04225	YmdB	O-acetyl-ADP-ribose_deacetylase_(regulator_of_RNase_III),_contains_Macro_domain	J	1.9e-47	K15261	1.8e-27	92.5	507.23	poly_[ADP-ribose]_polymerase_10/14/15_[EC:2.4.2.30]	-	PF01661	Macro_domain	2.4e-30	-	-	-	-	-	-	-	-	-	-	-	-	IPR039658;_IPR002589	Macro_domain_protein;_Macro_domain	PF01661	Macro_domain	WP_011998473.1_macro_domain-containing_protein_[Ignicoccus_hospitalis]	2.2e-88	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04520	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04520	0.08	235	hypothetical protein	-	-	-	-	-	arCOG04471	-	Exosortase	U	1.1e-06	-	-	-	-	-	-	-	-	-	TIGR04178	exosortase/archaeosortase_family_protein	-	1.9e-08	-	-	-	-	-	-	-	-	IPR026392	Exosortase/Archaeosortase_domain	-	-	WP_011998474.1_hypothetical_protein_[Ignicoccus_hospitalis]	1.2e-121	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04530	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04530	0.093	365	Glycosyltransferase AglD	COG2246	Putative_flippase_GtrA_(transmembrane_translocase_of_bactoprenol-linked_glucose)	I	-	8.5e-26	arCOG00894	-	Glycosyl_transferase_family_2	M	2.6e-60	K00721	1.9e-78	260.7	161.20	dolichol-phosphate_mannosyltransferase_[EC:2.4.1.83]	high_score	PF00535	Glycosyl_transferase_family_2	5.6e-33	TIGR04182	glycosyltransferase,_TIGR04182_family	-	3.2e-18	GT2_Glycos_transf_2	5.6e-33	-	4.D.1.1.14	4.88e-21	-	-	-	IPR029044;_IPR007267;_IPR039528;_IPR001173	Nucleotide-diphospho-sugar_transferases;_GtrA-like_protein;_DPM1-like;_Glycosyltransferase_2-like	PF04138;_PF00535	GtrA-like_protein;_Glycosyl_transferase_family_2	WP_011998475.1_glycosyltransferase_family_2_protein_[Ignicoccus_hospitalis]	1.4e-193	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04540	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04540	0.119	309	hypothetical protein	COG1657	Terpene_cyclase_SqhC	I	-	8.6e-26	arCOG03396	SqhC	Squalene_cyclase	I	2.1e-14	K06045	2.2e-24	83.0	603.53	squalene-hopene/tetraprenyl-beta-curcumene_cyclase_[EC:5.4.99.17_4.2.1.129]	-	PF13243	Squalene-hopene_cyclase_C-terminal_domain	4.4e-15	TIGR01787	squalene/oxidosqualene_cyclases	5.4.-.-	3e-14	-	-	-	-	-	-	-	-	IPR008930;_IPR001330	Terpenoid_cyclases/protein_prenyltransferase_alpha-alpha_toroid;_PFTB_repeat	PF00432	Prenyltransferase_and_squalene_oxidase_repeat	WP_011998476.1_hypothetical_protein_[Ignicoccus_hospitalis]	2.1e-179	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04550	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04550	0.086	347	5-formaminoimidazole-4-carboxamide-1-(beta)-D- ribofuranosyl 5'-monophosphate synthetase	COG1759	5-formaminoimidazole-4-carboxamide-1-beta-D-ribofuranosyl_5'-monophosphate_synthetase_(purine_biosynthesis)	F	Purine_biosynthesis	3.9e-144	arCOG04346	-	5-formaminoimidazole-4-carboxamide-1-beta-D-ribofuranosyl_5'-monophosphate_synthetase_(purine_biosynthesis)	F	1.6e-115	K06863	3.5e-139	460.7	208.00	5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl_5'-monophosphate_synthetase_[EC:6.3.4.23]	high_score	PF06973	Domain_of_unknown_function_(DUF1297)	1.5e-68	-	-	-	-	-	-	-	-	-	-	-	-	IPR009720;_IPR010672;_IPR023656;_IPR016185;_IPR013815	IMP_biosynthesis_enzyme_PurP,_C-terminal;_IMP_biosynthesis_enzyme_PurP,_N-terminal;_IMP_biosynthesis_enzyme_PurP;_Pre-ATP-grasp_domain_superfamily;_ATP-grasp_fold,_subdomain_1	PF06973;_PF06849	Domain_of_unknown_function_(DUF1297);_Protein_of_unknown_function_(DUF1246)	WP_011998477.1_5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl_5'-monophosphate_synthetase_[Ignicoccus_hospitalis]	1.2e-194	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04560	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04560	0.119	151	hypothetical protein	COG2426	Uncharacterized_membrane_protein	S	-	5.1e-36	arCOG01330	-	Uncharacterized_membrane_protein	S	5e-31	-	-	-	-	-	-	PF06695	Putative_small_multi-drug_export_protein	2.3e-27	-	-	-	-	-	-	-	-	-	-	-	-	IPR009577	Putative_small_multi-drug_export	PF06695	Putative_small_multi-drug_export_protein	ABU81626.1_membrane_protein-like_protein_[Ignicoccus_hospitalis_KIN4/I]	8.5e-73	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04570	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04570	0.054	129	Inosine-5'-monophosphate dehydrogenase	COG2524	Predicted_transcriptional_regulator,_contains_C-terminal_CBS_domains	K	-	2.5e-14	arCOG00631	-	CBS_domain	R	2.3e-16	K07182	1.7e-17	60.3	124.13	CBS_domain-containing_protein	-	PF00571	CBS_domain	4.2e-12	TIGR01302	inosine-5'-monophosphate_dehydrogenase	1.1.1.205	8.3e-10	-	-	-	-	-	-	-	-	IPR000644	CBS_domain	PF00571	CBS_domain	WP_011998479.1_CBS_domain-containing_protein_[Ignicoccus_hospitalis]	9.5e-65	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04580	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04580	0.087	319	Fumarate reductase (CoM/CoB) subunit B	COG0479	Succinate_dehydrogenase/fumarate_reductase,_Fe-S_protein_subunit	C	TCA_cycle	5.7e-61	arCOG00962	FrdB	Succinate_dehydrogenase/fumarate_reductase,_Fe-S_protein_subunit	C	1.2e-87	K00240	1.9e-67	223.9	96.30	succinate_dehydrogenase_/_fumarate_reductase,_iron-sulfur_subunit_[EC:1.3.5.1_1.3.5.4]	high_score	PF13085	2Fe-2S_iron-sulfur_cluster_binding_domain	8e-35	TIGR00384	succinate_dehydrogenase_and_fumarate_reductase_iron-sulfur_protein	-	1.2e-62	-	-	-	3.D.10.1.4	1.19e-75	-	-	-	IPR009051;_IPR017896;_IPR017900;_IPR025192;_IPR036010;_IPR006058;_IPR001041;_IPR004489;_IPR012675	Alpha-helical_ferredoxin;_4Fe-4S_ferredoxin-type,_iron-sulphur_binding_domain;_4Fe-4S_ferredoxin,_iron-sulphur_binding,_conserved_site;_Succinate_dehydogenase/fumarate_reductase_N-terminal;_2Fe-2S_ferredoxin-like_superfamily;_2Fe-2S_ferredoxin,_iron-sulphur_binding_site;_2Fe-2S_ferredoxin-type_iron-sulfur_binding_domain;_Succinate_dehydrogenase/fumarate_reductase_iron-sulphur_protein;_Beta-grasp_domain_superfamily	PF13085;_PF13183	2Fe-2S_iron-sulfur_cluster_binding_domain;_4Fe-4S_dicluster_domain	WP_011998480.1_succinate_dehydrogenase/fumarate_reductase_iron-sulfur_subunit_[Ignicoccus_hospitalis]	2.3e-184	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04590	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04590	0.075	132	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	WP_052569944.1_hypothetical_protein_[Ignicoccus_hospitalis]	2.7e-67	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04600	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04600	0.104	124	hypothetical protein	COG1833	Uri_superfamily_endonuclease	R	-	3.7e-27	arCOG00463	-	Uri_superfamily_endonuclease	L	1.6e-21	-	-	-	-	-	-	PF01986	Domain_of_unknown_function_DUF123	2.4e-20	-	-	-	-	-	-	-	-	-	-	-	-	IPR002837	Protein_of_unknown_function_DUF123	PF01986	Domain_of_unknown_function_DUF123	WP_083756873.1_GIY-YIG_nuclease_family_protein_[Ignicoccus_hospitalis]	7.0e-65	99.2	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04610	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04610	0.109	183	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	WP_011998482.1_hypothetical_protein_[Ignicoccus_hospitalis]	3.6e-102	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04620	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04620	0.056	246	hypothetical protein	COG0656	Aldo/keto_reductase,_related_to_diketogulonate_reductase	Q	-	3e-58	arCOG01619	ARA1	Aldo/keto_reductase,_related_to_diketogulonate_reductase	R	6.4e-50	K06222	6.2e-42	140.5	304.93	2,5-diketo-D-gluconate_reductase_B_[EC:1.1.1.346]	-	PF00248	Aldo/keto_reductase_family	1.5e-37	TIGR01293	voltage-dependent_potassium_channel_beta_subunit	-	5.8e-11	-	-	-	-	-	-	-	-	IPR036812;_IPR020471;_IPR023210	NADP-dependent_oxidoreductase_domain_superfamily;_Aldo/keto_reductase;_NADP-dependent_oxidoreductase_domain	PF00248	Aldo/keto_reductase_family	WP_011998483.1_aldo/keto_reductase_[Ignicoccus_hospitalis]	1.7e-134	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04630	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04630	0.057	175	hypothetical protein	COG1818	tRNA(Ser,Leu)_C12_N-acetylase_TAN1,_contains_THUMP_domain	J	tRNA_modification	3e-33	arCOG00084	Tan1	tRNA(Ser,Leu)_C12_N-acetylase_TAN1,_contains_THUMP_domain	J	1.6e-33	K06963	2.9e-10	37.2	44.97	tRNA_acetyltransferase_TAN1	-	PF02926	THUMP_domain	4.7e-08	-	-	-	-	-	-	-	-	-	-	-	-	IPR004114	THUMP_domain	PF02926	THUMP_domain	WP_083756874.1_hypothetical_protein_[Ignicoccus_hospitalis]	5.4e-95	99.4	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04640	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04640	0.064	109	hypothetical protein	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ABU81633.1_hypothetical_protein_Igni_0450_[Ignicoccus_hospitalis_KIN4/I]	1.6e-49	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04650	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04650	0.065	107	50S ribosomal protein L12	COG2058	Ribosomal_protein_L12E/L44/L45/RPP1/RPP2	J	Archaeal_ribosomal_proteins	1.2e-33	arCOG04287	RPP1A	Ribosomal_protein_L12E/L44/L45/RPP1/RPP2	J	2.2e-31	K02869	5.5e-43	142.8	92.30	large_subunit_ribosomal_protein_L12	high_score	PF00428	60s_Acidic_ribosomal_protein	5.5e-20	TIGR03685	50S_ribosomal_protein_P1	-	4.2e-42	-	-	-	-	-	-	-	-	IPR027534;_IPR022295;_IPR038716	Ribosomal_protein_L12_family;_Ribosomal_protein_L12,_archaea;_Ribosomal_protein_P1/P2,_N-terminal_domain	PF00428	60s_Acidic_ribosomal_protein	WP_011998486.1_50S_ribosomal_protein_P1_[Ignicoccus_hospitalis]	3.2e-10	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04660	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04660	0.048	249	4-phosphopantoate--beta-alanine ligase	COG1701	Archaeal_phosphopantothenate_synthetase	H	Pantothenate/CoA_biosynthesis	1.7e-108	arCOG04262	-	Phosphopantothenate_synthetase	H	6.9e-90	K09722	6.6e-108	356.6	130.30	4-phosphopantoate---beta-alanine_ligase_[EC:6.3.2.36]	high_score	PF02006	Phosphopantothenate/pantothenate_synthetase	8e-74	-	-	-	-	-	-	-	-	-	-	-	-	IPR002855;_IPR038138;_IPR029035	Phosphopantoate/pantothenate_synthetase;_Phosphopantoate/pantothenate_synthetase_superfamily;_DHS-like_NAD/FAD-binding_domain_superfamily	PF02006	Phosphopantothenate/pantothenate_synthetase	WP_011998487.1_phosphopantothenate/pantothenate_synthetase_[Ignicoccus_hospitalis]	1.1e-130	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04670	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04670	0.062	239	Proteasome subunit alpha	COG0638	20S_proteasome,_alpha_and_beta_subunits	O	-	2.4e-57	arCOG00971	PRE1	20S_proteasome,_alpha_subunit	O	1.3e-76	K02731	1.3e-67	224.7	275.50	20S_proteasome_subunit_alpha_4_[EC:3.4.25.1]	-	PF00227	Proteasome_subunit	4.8e-58	TIGR03633	proteasome_endopeptidase_complex,_archaeal,_alpha_subunit	3.4.25.1	1.8e-96	-	-	-	-	-	-	-	-	IPR019982;_IPR001353;_IPR000426;_IPR029055;_IPR023332	Proteasome_alpha_subunit,_archaeal;_Proteasome,_subunit_alpha/beta;_Proteasome_alpha-subunit,_N-terminal_domain;_Nucleophile_aminohydrolases,_N-terminal;_Proteasome_alpha-type_subunit	PF00227;_PF10584	Proteasome_subunit;_Proteasome_subunit_A_N-terminal_signature	WP_011998488.1_archaeal_proteasome_endopeptidase_complex_subunit_alpha_[Ignicoccus_hospitalis]	1.3e-128	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04680	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04680	0.087	539	Cation/acetate symporter ActP	COG4147	Na+(or_H+)/acetate_symporter_ActP	C	-	6.3e-140	arCOG01317	ActP/DhlC	Sodium:solute_symporter	R	5.1e-131	K14393	7.5e-135	447.0	278.47	cation/acetate_symporter	high_score	PF00474	Sodium:solute_symporter_family	6.9e-71	TIGR02711	cation/acetate_symporter_ActP	-	1.5e-81	-	-	-	2.A.21.7.2	2.70e-81	-	-	-	IPR001734;_IPR038377	Sodium/solute_symporter;_Sodium/glucose_symporter_superfamily	PF00474	Sodium:solute_symporter_family	WP_011998489.1_cation_acetate_symporter_[Ignicoccus_hospitalis]	3.6e-291	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04690	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04690	0.144	69	hypothetical protein	COG3162	Uncharacterized_membrane_protein,_DUF485_family	S	-	1.4e-11	-	-	-	-	-	-	-	-	-	-	-	PF04341	Protein_of_unknown_function,_DUF485	2.8e-10	-	-	-	-	-	-	-	9.B.136.4.1	8.01e-42	-	-	-	IPR007436	Protein_of_unknown_function_DUF485	PF04341	Protein_of_unknown_function,_DUF485	WP_011998490.1_DUF485_domain-containing_protein_[Ignicoccus_hospitalis]	8.5e-28	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04700	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04700	0.078	140	Universal stress protein	COG0589	Nucleotide-binding_universal_stress_protein,__UspA_family	T	-	6.2e-29	arCOG02053	UspA	Nucleotide-binding_protein,__UspA_family	T	5.9e-32	K06149	5.5e-19	66.1	121.73	universal_stress_protein_A	-	PF00582	Universal_stress_protein_family	3.9e-34	-	-	-	-	-	-	-	-	-	-	-	-	IPR006015;_IPR006016;_IPR014729	Universal_stress_protein_A;_UspA;_Rossmann-like_alpha/beta/alpha_sandwich_fold	PF00582	Universal_stress_protein_family	WP_011998491.1_universal_stress_protein_[Ignicoccus_hospitalis]	1.4e-66	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04710	GCA_000017945	FLGBHGLA_1	CP000816.1	GCA_000017945_contig_1	1297538	1297538	0.565	FLGBHGLA_04710	0.069	259	Digeranylgeranylglyceryl phosphate synthase	COG0382	4-hydroxybenzoate_polyprenyltransferase	H	Ubiquinone_biosynthesis	2.4e-32	arCOG00477	UbiA	4-hydroxybenzoate_polyprenyltransferase_or_related_prenyltransferase	H	4.1e-71	K03179	3.7e-45	151.4	139.93	4-hydroxybenzoate_polyprenyltransferase_[EC:2.5.1.39]	high_score	PF01040	UbiA_prenyltransferase_family	6e-42	TIGR01475	putative_4-hydroxybenzoate_polyprenyltransferase	2.5.1.-	2.2e-64	-	-	-	9.B.241.2.6	4.42e-33	-	-	-	IPR000537;_IPR039653;_IPR006371	UbiA_prenyltransferase_family;_Prenyltransferase;_4-hydroxybenzoate_polyprenyltransferase-related	PF01040	UbiA_prenyltransferase_family	ABU81640.1_4-hydroxybenzoate_polyprenyltransferase,_putative_[Ignicoccus_hospitalis_KIN4/I]	7.6e-114	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
