accession	arcogs	arcogs_geneID	arcogs_Description	Pathway	arcogs_evalue
GCA_000017945-FLGBHGLA_09500	arCOG04701	CrcB/FEX	Integral_membrane_protein_possibly_involved_in_fluoride_export_and_chromosome_condensation	D	4.3e-29
GCA_000017945-FLGBHGLA_09510	-	-	-	-	-
GCA_000017945-FLGBHGLA_09520	arCOG04166	-	Uncharacterized_protein	S	7.1e-43
GCA_000017945-FLGBHGLA_09530	arCOG00987	TruB	Pseudouridine_synthase	J	4.8e-104
GCA_000017945-FLGBHGLA_09540	arCOG02014	TrpE	Anthranilate/para-aminobenzoate_synthase_component_I	E	3.3e-100
GCA_000017945-FLGBHGLA_09550	arCOG01983	TrpF	Phosphoribosylanthranilate_isomerase	E	1.9e-34
GCA_000017945-FLGBHGLA_09560	arCOG00541	YSH1	5'-3'_Exoribonuclease_of_the_beta-lactamase_fold_involved_in_RNA_processing	J	7.1e-60
GCA_000017945-FLGBHGLA_09570	arCOG00487	ArgS	Arginyl-tRNA_synthetase	J	7.1e-153
GCA_000017945-FLGBHGLA_09580	arCOG02603	-	Roadblock/LC7_domain	R	1.8e-17
GCA_000017945-FLGBHGLA_09590	arCOG05938	Rpo13	DNA-directed_RNA_polymerase_subunit_13	K	3.8e-11
GCA_000017945-FLGBHGLA_09600	arCOG01698	LeuC	Homoaconitate_hydratase/3-isopropylmalate_dehydratase_large_subunit_family_protein	E	3.9e-152
GCA_000017945-FLGBHGLA_09610	arCOG01705	DmrX	Dihydromethanopterin_reductase,_flavoprotein	H	1.3e-46
GCA_000017945-FLGBHGLA_09620	arCOG04303	FolK	7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase,_HPPK,_Rossmann_fold_enzyme	H	1.8e-13
GCA_000017945-FLGBHGLA_09630	arCOG01308	Cdc48	ATPase_of_the_AAA+_class_,_CDC48_family	O	9.4e-42
GCA_000017945-FLGBHGLA_09640	arCOG05934	PBP1	PolB1-binding_proteins_PBP1,_C2H2-type_zinc_finger	L	1.4e-16
GCA_000017945-FLGBHGLA_09650	arCOG01323	RibH	Riboflavin_synthase_beta-chain	H	1.7e-55
GCA_000017945-FLGBHGLA_09660	arCOG00979	-	Predicted_O-methyltransferase_YrrM	R	9.7e-25
GCA_000017945-FLGBHGLA_09670	arCOG00809	LeuS	Leucyl-tRNA_synthetase	J	9.5e-144
GCA_000017945-FLGBHGLA_09680	arCOG08851	-	Uncharacterized_protein	S	2.4e-31
GCA_000017945-FLGBHGLA_09690	arCOG09416	-	Uncharacterized_protein	S	1.7e-132
GCA_000017945-FLGBHGLA_09700	arCOG00033	Trm5	Wybutosine_(yW)_biosynthesis_enzyme_Trm5,_tRNA_(guanine)_methyltransferase	J	6.5e-65
GCA_000017945-FLGBHGLA_09710	arCOG01347	CDC9	ATP-dependent_DNA_ligase	L	9.7e-164
GCA_000017945-FLGBHGLA_09720	arCOG04346	-	5-formaminoimidazole-4-carboxamide-1-beta-D-ribofuranosyl_5'-monophosphate_synthetase_(purine_biosynthesis)	F	9.2e-131
GCA_000017945-FLGBHGLA_09730	arCOG00914	ArgD	Ornithine/acetylornithine_aminotransferase	E	1.3e-122
GCA_000017945-FLGBHGLA_09740	-	-	-	-	-
GCA_000017945-FLGBHGLA_09750	arCOG00082	PucG	Serine-pyruvate_aminotransferase/archaeal_aspartate_aminotransferase	EF	3.1e-86
GCA_000017945-FLGBHGLA_09760	arCOG04309	-	S-adenosyl-l-methionine_hydroxide_adenosyltransferase	H	8.4e-66
GCA_000017945-FLGBHGLA_09770	arCOG00972	NadR	Nicotinamide_mononucleotide_adenylyltransferase	H	7.3e-57
GCA_000017945-FLGBHGLA_09780	arCOG01845	PaaD	Metal-sulfur_cluster_biosynthetic_enzyme	O	3e-30
GCA_000017945-FLGBHGLA_09790	arCOG04068	SedA1	Membrane_protein_involved_in_DNA_uptake	N	1.1e-28
GCA_000017945-FLGBHGLA_09800	-	-	-	-	-
GCA_000017945-FLGBHGLA_09810	arCOG01091	CCC1	Predicted_Fe2+/Mn2+_transporter,_VIT1/CCC1_family	P	2.1e-28
GCA_000017945-FLGBHGLA_09820	arCOG01510	RPA1	Single-stranded_DNA-binding_replication_protein_A_(RPA),_large_(70_kD)_subunit_or_related_ssDNA-binding_protein	L	2.5e-22
GCA_000017945-FLGBHGLA_09830	arCOG05900	-	Predicted_transcriptional_regulator	K	8.6e-33
GCA_000017945-FLGBHGLA_09840	arCOG07617	-	Multiheme_cytochrome	C	4.9e-185
GCA_000017945-FLGBHGLA_09850	arCOG01484	RibD	Pyrimidine_reductase,_riboflavin_biosynthesis	H	1.4e-43
GCA_000017945-FLGBHGLA_09860	arCOG01038	Fap7	Broad-specificity_NMP_kinase	F	1e-21
GCA_000017945-FLGBHGLA_09870	arCOG01043	-	Predicted_RNA_binding_protein_with_dsRBD_fold	R	8.9e-25
GCA_000017945-FLGBHGLA_09880	arCOG01355	-	Radical_SAM_superfamily_enzyme	C	3.1e-121
GCA_000017945-FLGBHGLA_09890	arCOG02430	-	Hydroxylamine_reductase,_6Fe-6S_prismane_cluster-containing_protein	C	4.7e-170
GCA_000017945-FLGBHGLA_09900	arCOG04045	IlvD	Dihydroxyacid_dehydratase/phosphogluconate_dehydratase	E	5.8e-211
GCA_000017945-FLGBHGLA_09910	arCOG02175	-	Predicted_transporter_of_the_RND_superfamily	R	9.8e-194
GCA_000017945-FLGBHGLA_09920	arCOG04081	TIP49	DNA_helicase_TIP49,_TBP-interacting_protein	K	7.4e-195
GCA_000017945-FLGBHGLA_09930	arCOG04070	RplC	Ribosomal_protein_L3	J	1.4e-109
GCA_000017945-FLGBHGLA_09940	arCOG04071	RplD	Ribosomal_protein_L4	J	2.6e-85
GCA_000017945-FLGBHGLA_09950	arCOG04072	RplW	Ribosomal_protein_L23	J	3.5e-31
GCA_000017945-FLGBHGLA_09960	-	-	-	-	-
GCA_000017945-FLGBHGLA_09970	arCOG02836	NikR	Transcriptional_regulator,_CopG/Arc/MetJ_family_(DNA-binding_and_a_metal-binding_domains)	V	1e-09
GCA_000017945-FLGBHGLA_09980	arCOG01040	CysC	Adenylylsulfate_kinase_or_related_kinase	P	4.7e-67
GCA_000017945-FLGBHGLA_09990	arCOG01377	-	Phosphodiesterase_of_AP_superfamily	R	6.8e-80
GCA_000017945-FLGBHGLA_10000	arCOG04191	MET3	ATP_sulfurylase_(sulfate_adenylyltransferase)	P	3.9e-174
GCA_000017945-FLGBHGLA_10010	arCOG02836	NikR	Transcriptional_regulator,_CopG/Arc/MetJ_family_(DNA-binding_and_a_metal-binding_domains)	V	9.2e-16
GCA_000017945-FLGBHGLA_10020	arCOG02050	-	Sulfite_exporter,_TauE/SafE_family	P	6.6e-09
GCA_000017945-FLGBHGLA_10030	arCOG02785	-	Arylsulfatase_A_or_related_enzyme	P	2.6e-28
GCA_000017945-FLGBHGLA_10040	arCOG02994	-	Cupin_domain_containing_protein	S	1.5e-15
GCA_000017945-FLGBHGLA_10050	arCOG00213	PstS	ABC-type_phosphate_transport_system,_periplasmic_component	P	8.5e-55
GCA_000017945-FLGBHGLA_10060	arCOG00503	-	Metal-dependent_hydrolase_of_the_beta-lactamase_superfamily_II	R	3.3e-39
GCA_000017945-FLGBHGLA_10070	arCOG00874	xpb	ssDNA-dependent_ATPase,_helicase_superfamily_II	K	1e-41
GCA_000017945-FLGBHGLA_10080	arCOG00998	LSM1	Small_nuclear_ribonucleoprotein_(snRNP)_homolog	K	8.2e-11
GCA_000017945-FLGBHGLA_10090	arCOG04126	RPL37A	Ribosomal_protein_L37E	J	7.1e-23
GCA_000017945-FLGBHGLA_10100	arCOG00970	PRE1	20S_proteasome,_beta_subunit	O	2.6e-64
GCA_000017945-FLGBHGLA_10110	arCOG07561	-	Predicted_multidomain_toxin,_contains_vWA_and_RNase_A_toxin_domain	V	4.5e-119
GCA_000017945-FLGBHGLA_10120	arCOG01163	LeuB	Isocitrate/isopropylmalate_dehydrogenase	C	6e-106
GCA_000017945-FLGBHGLA_10130	arCOG02092	LeuA	Isopropylmalate/homocitrate/citramalate_synthase	E	9.8e-164
GCA_000017945-FLGBHGLA_10140	arCOG00569	-	Uncharacterized_protein	S	1.8e-36
GCA_000017945-FLGBHGLA_10150	arCOG06067	-	Uncharacterized_membrane_protein,_DUF373_family	S	4.3e-22
GCA_000017945-FLGBHGLA_10160	arCOG01158	SerB	Phosphoserine_phosphatase	E	3.6e-25
GCA_000017945-FLGBHGLA_10170	arCOG01016	Rpo4	DNA-directed_RNA_polymerase,_subunit_Rpo4/RpoF	K	8.7e-13
GCA_000017945-FLGBHGLA_10180	arCOG01764	SPT15	TATA-box_binding_protein_(TBP),_component_of_TFIID_and_TFIIB	K	1.6e-66
GCA_000017945-FLGBHGLA_10190	arCOG00403	SerS	Seryl-tRNA_synthetase	J	1.5e-140
GCA_000017945-FLGBHGLA_10200	arCOG00486	CysS	Cysteinyl-tRNA_synthetase	J	7.4e-167
GCA_000017945-FLGBHGLA_10210	arCOG01728	Mho1	Predicted_class_III_extradiol_dioxygenase,_MEMO1_family	R	2.5e-95
GCA_000017945-FLGBHGLA_10220	arCOG01369	WcaG	Nucleoside-diphosphate-sugar_epimerase	M	1.1e-74
GCA_000017945-FLGBHGLA_10230	arCOG01307	Vps4	Cell_division_ATPase_of_the_AAA+_class,_ESCRT_system_component	D	2.4e-130
GCA_000017945-FLGBHGLA_10240	arCOG00453	ESCRTIII	Archaeal_division_protein_CdvB,_Snf7/Vps24/ESCRT-III_family	D	1.7e-37
GCA_000017945-FLGBHGLA_10250	arCOG04054	-	Potential_cell_division_protein,_a_component_of_ESCRT_system	D	3.6e-63
GCA_000017945-FLGBHGLA_10260	-	-	-	-	-
GCA_000017945-FLGBHGLA_10270	arCOG04112	DPH2	Diphthamide_synthase_subunit_DPH2	J	9e-54
GCA_000017945-FLGBHGLA_10280	arCOG04113	RplP	Ribosomal_protein_L10AE/L16	J	3.3e-54
GCA_000017945-FLGBHGLA_10290	arCOG04156	TYW3	Wybutosine_(yW)_biosynthesis_enzyme	J	1.3e-45
GCA_000017945-FLGBHGLA_10300	arCOG00493	GapA	Glyceraldehyde-3-phosphate_dehydrogenase/erythrose-4-phosphate_dehydrogenase	G	3.8e-111
GCA_000017945-FLGBHGLA_10310	arCOG00359	FeoB	Fe2+_transport_system_protein_B	P	5.9e-138
GCA_000017945-FLGBHGLA_10320	-	-	-	-	-
GCA_000017945-FLGBHGLA_10330	-	-	-	-	-
GCA_000017945-FLGBHGLA_10340	-	-	-	-	-
GCA_000017945-FLGBHGLA_10350	arCOG00702	AprE	Predicted_multidomain_toxin,_contains_peptidase_S8_domain,_delivery_module_and_Rnase_A_domain	V	6.8e-13
GCA_000017945-FLGBHGLA_10360	arCOG00415	RadA	RecA/RadA_recombinase,_contains_N-terminal_HHH_domain	L	5.5e-114
GCA_000017945-FLGBHGLA_10370	arCOG01169	Eno	Enolase	G	4.4e-140
GCA_000017945-FLGBHGLA_10380	arCOG00130	-	MFS_family_permease	G	1.7e-31
GCA_000017945-FLGBHGLA_10390	arCOG01817	FlaI	ATPase_involved_in_archaellum/pili_biosynthesis	N	3.4e-135
GCA_000017945-FLGBHGLA_10400	arCOG01808	TadC	Pilus_assembly_protein_TadC	N	1.4e-29
GCA_000017945-FLGBHGLA_10410	arCOG01811	TadC	Pilus_assembly_protein_TadC	N	6.1e-52
GCA_000017945-FLGBHGLA_10420	arCOG00130	-	MFS_family_permease	G	1.3e-17
GCA_000017945-FLGBHGLA_10430	arCOG04293	RPS30	Ribosomal_protein_S30	J	1.8e-22
GCA_000017945-FLGBHGLA_10440	-	-	-	-	-
GCA_000017945-FLGBHGLA_10450	arCOG01084	MazG	Predicted_pyrophosphatase	R	8.1e-19
GCA_000017945-FLGBHGLA_10460	-	-	-	-	-
GCA_000017945-FLGBHGLA_10470	arCOG00807	IleS	Isoleucyl-tRNA_synthetase	J	7.7e-289
GCA_000017945-FLGBHGLA_10480	arCOG00109	HemK	Methylase_of_polypeptide_chain_release_factors	J	2e-23
GCA_000017945-FLGBHGLA_10490	arCOG00748	DppC	ABC-type_dipeptide/oligopeptide/nickel_transport_system,_permease_component	E	1.4e-26
GCA_000017945-FLGBHGLA_10500	arCOG00751	DppB	ABC-type_dipeptide/oligopeptide/nickel_transport_system,_permease_component	E	1.7e-08
GCA_000017945-FLGBHGLA_10510	arCOG01534	DdpA	ABC-type_transport_system,_periplasmic_component	E	4.3e-80
GCA_000017945-FLGBHGLA_10520	arCOG02734	-	Predicted_Fe-Mo_cluster-binding_protein,_NifX_family	O	7.3e-14
GCA_000017945-FLGBHGLA_10530	arCOG03232	-	VanZ_like_family_protein	S	8.3e-08
GCA_000017945-FLGBHGLA_10540	-	-	-	-	-
GCA_000017945-FLGBHGLA_10550	-	-	-	-	-
GCA_000017945-FLGBHGLA_10560	-	-	-	-	-
GCA_000017945-FLGBHGLA_10570	arCOG01117	-	Lrp/AsnC_family_C-terminal_domain	K	1.2e-12
GCA_000017945-FLGBHGLA_10580	arCOG02868	DsbG	Protein-disulfide_isomerase	O	6.7e-13
GCA_000017945-FLGBHGLA_10590	arCOG07561	-	Predicted_multidomain_toxin,_contains_vWA_and_RNase_A_toxin_domain	V	1.9e-86
GCA_000017945-FLGBHGLA_10600	arCOG07813	-	LamG-like_jellyroll_fold_domain	S	2.6e-58
GCA_000017945-FLGBHGLA_10610	-	-	-	-	-
GCA_000017945-FLGBHGLA_10620	arCOG00706	gor	Aldehyde:ferredoxin_oxidoreductase	C	4.1e-168
GCA_000017945-FLGBHGLA_10630	-	-	-	-	-
GCA_000017945-FLGBHGLA_10640	arCOG01434	-	Cysteate_synthase	H	3.8e-127
GCA_000017945-FLGBHGLA_10650	-	-	-	-	-
GCA_000017945-FLGBHGLA_10660	arCOG01260	FabG	Short-chain_alcohol_dehydrogenase	I	8.8e-77
GCA_000017945-FLGBHGLA_10670	arCOG00501	Rnz	Ribonuclease_Z,__beta-lactamase_superfamily_hydrolase	J	1.8e-77
GCA_000017945-FLGBHGLA_10680	-	-	-	-	-
GCA_000017945-FLGBHGLA_10690	arCOG03891	Cmr1g7	CRISPR-Cas_system_related_protein,_RAMP_superfamily_Cas7_group	V	1.3e-54
GCA_000017945-FLGBHGLA_10700	arCOG01224	-	Uncharacterized_protein,_DUF357_family	S	4.4e-53
GCA_000017945-FLGBHGLA_10710	arCOG00811	IlvH	Acetolactate_synthase,_small_subunit	E	2.2e-17
GCA_000017945-FLGBHGLA_10720	arCOG04251	-	Uncharacterized_protein	S	2e-38
GCA_000017945-FLGBHGLA_10730	arCOG00302	-	Metal-dependent_phosphoesterase_(PHP_family)	R	7e-40
GCA_000017945-FLGBHGLA_10740	arCOG01228	Ffh	Signal_recognition_particle_GTPase	U	3.5e-146
GCA_000017945-FLGBHGLA_10750	-	-	-	-	-
GCA_000017945-FLGBHGLA_10760	arCOG06083	-	Imidazolonepropionase_family_metallohydrolase	R	6.1e-100
GCA_000017945-FLGBHGLA_10770	arCOG00352	Nog1	GTP-binding_protein,_GTP1/Obg_family	R	1.2e-74
GCA_000017945-FLGBHGLA_10780	-	-	-	-	-
GCA_000017945-FLGBHGLA_10790	-	-	-	-	-
GCA_000017945-FLGBHGLA_10800	arCOG04156	TYW3	Wybutosine_(yW)_biosynthesis_enzyme	J	1.5e-65
GCA_000017945-FLGBHGLA_10810	-	-	-	-	-
GCA_000017945-FLGBHGLA_10820	-	-	-	-	-
GCA_000017945-FLGBHGLA_10830	arCOG09415	-	Membrane_associated_metal-binding_domain_fused_to_Reeler_domain	R	5.8e-111
GCA_000017945-FLGBHGLA_10840	arCOG04143	-	DNA_topoisomerase_VI,_subunit_A	L	5.7e-123
GCA_000017945-FLGBHGLA_10850	arCOG01240	-	SAM-dependent_RNA_methyltransferase	R	7.7e-32
GCA_000017945-FLGBHGLA_10860	-	-	-	-	-
GCA_000017945-FLGBHGLA_10870	arCOG00018	Nnr2	NAD(P)H-hydrate_repair_enzyme_Nnr,_NAD(P)H-hydrate_dehydratase_domain	F	3.4e-99
GCA_000017945-FLGBHGLA_10880	-	-	-	-	-
GCA_000017945-FLGBHGLA_10890	arCOG00249	FadB	3-hydroxyacyl-CoA_dehydrogenase,_some_fused_to_Enoyl-CoA_hydratase	I	4.1e-206
GCA_000017945-FLGBHGLA_10900	arCOG04131	RsmA	16S_rRNA_A1518_and_A1519_N6-dimethyltransferase_RsmA/KsgA/DIM1	J	7.2e-52
GCA_000017945-FLGBHGLA_10910	arCOG04130	-	Predicted_RNA-binding_protein	J	2.1e-47
GCA_000017945-FLGBHGLA_10920	arCOG02957	SBH1	Preprotein_translocase_subunit_Sec61beta	U	5.6e-14
GCA_000017945-FLGBHGLA_10930	arCOG04206	MUS81	ERCC4-type_nuclease	L	6.3e-77
GCA_000017945-FLGBHGLA_10940	-	-	-	-	-
GCA_000017945-FLGBHGLA_10950	arCOG01164	Icd	Isocitrate_dehydrogenase	C	9.5e-185
GCA_000017945-FLGBHGLA_10960	-	-	-	-	-
GCA_000017945-FLGBHGLA_10970	arCOG01034	THEP1	Nucleoside-triphosphatase_THEP1	F	1.4e-50
GCA_000017945-FLGBHGLA_10980	-	-	-	-	-
GCA_000017945-FLGBHGLA_10990	arCOG07520	-	Predicted_antitoxin_of_wHTH_fold	V	1.4e-24
GCA_000017945-FLGBHGLA_11000	arCOG07904	-	PIN_domain	V	2.2e-15
GCA_000017945-FLGBHGLA_11010	arCOG01440	Cas6	CRISPR-Cas_system_related_protein,_RAMP_superfamily_Cas6_group	V	1e-60
GCA_000017945-FLGBHGLA_11020	-	-	-	-	-
GCA_000017945-FLGBHGLA_11030	-	-	-	-	-
GCA_000017945-FLGBHGLA_11040	arCOG01452	Cas1	CRISPR-associated_protein_Cas1	V	3e-36
GCA_000017945-FLGBHGLA_11050	arCOG03942	-	Uncharacterized_membrane_protein	S	4.5e-128
GCA_000017945-FLGBHGLA_11060	arCOG00959	-	Ferredoxin	C	1.1e-14
GCA_000017945-FLGBHGLA_11070	arCOG01602	PorG	Pyruvate:ferredoxin_oxidoreductase_or_related_2-oxoacid:ferredoxin_oxidoreductase,_gamma_subunit	C	1.2e-31
GCA_000017945-FLGBHGLA_11080	arCOG01599	PorB	Pyruvate:ferredoxin_oxidoreductase_or_related_2-oxoacid:ferredoxin_oxidoreductase,_beta_subunit	C	2.1e-79
GCA_000017945-FLGBHGLA_11090	arCOG01607	PorA	Pyruvate:ferredoxin_oxidoreductase_or_related_2-oxoacid:ferredoxin_oxidoreductase,_alpha_subunit	C	1.2e-144
GCA_000017945-FLGBHGLA_11100	arCOG04320	DeoC	Deoxyribose-phosphate_aldolase	F	1.4e-55
GCA_000017945-FLGBHGLA_11110	arCOG00869	NtpE	Archaeal/vacuolar-type_H+-ATPase_subunit_E	C	9.5e-31
GCA_000017945-FLGBHGLA_11120	arCOG04102	NtpG	Archaeal/vacuolar-type_H+-ATPase_subunit_F	C	6.4e-15
GCA_000017945-FLGBHGLA_11130	arCOG00561	-	Predicted_membrane-bound_dolichyl-phosphate-mannose-protein_mannosyltransferase	M	1.7e-105
GCA_000017945-FLGBHGLA_11140	-	-	-	-	-
GCA_000017945-FLGBHGLA_11150	arCOG03119	-	Membrane_protein_DedA_family	S	3.9e-60
GCA_000017945-FLGBHGLA_11160	arCOG01462	NatB	ABC-type_Na+_efflux_pump,_permease_component	C	2.5e-94
GCA_000017945-FLGBHGLA_11170	arCOG00194	CcmA	ABC-type_multidrug_transport_system,_ATPase_component	V	1.7e-77
GCA_000017945-FLGBHGLA_11180	arCOG00656	CofG	FO_synthase_or_thiamine_biosynthesis_enzyme_ThiH__	H	7.3e-103
GCA_000017945-FLGBHGLA_11190	arCOG01698	LeuC	Homoaconitate_hydratase/3-isopropylmalate_dehydratase_large_subunit_family_protein	E	2e-134
GCA_000017945-FLGBHGLA_11200	-	-	-	-	-
GCA_000017945-FLGBHGLA_11210	-	-	-	-	-
GCA_000017945-FLGBHGLA_11220	arCOG01165	-	DNA_topoisomerase_VI,_subunit_B	L	4.7e-147
GCA_000017945-FLGBHGLA_11230	arCOG00070	GlyA	Glycine/serine_hydroxymethyltransferase	E	3.1e-150
GCA_000017945-FLGBHGLA_11240	arCOG01894	Nfo	Endonuclease_IV	L	6.4e-66
GCA_000017945-FLGBHGLA_11250	arCOG04304	-	Ribosomal_protein_L35AE/L33A	J	2.4e-24
GCA_000017945-FLGBHGLA_11260	-	-	-	-	-
GCA_000017945-FLGBHGLA_11270	arCOG00606	-	CBS_domain	R	1.5e-38
GCA_000017945-FLGBHGLA_11280	arCOG04756	-	Predicted_permease	R	7.2e-45
GCA_000017945-FLGBHGLA_11290	arCOG00790	Cas4	CRISPR-associated_protein_Cas4,_RecB_family_exonuclease	V	9.6e-47
GCA_000017945-FLGBHGLA_11300	arCOG01998	IlvB	Acetolactate_synthase_large_subunit_or_other_thiamine_pyrophosphate-requiring_enzyme	E	8.2e-169
GCA_000017945-FLGBHGLA_11310	arCOG05680	-	Acetolactate_synthase_small_subunit,_ACT_domain	E	1.3e-32
GCA_000017945-FLGBHGLA_11320	arCOG00419	Hit	HIT_family_hydrolase	F	6.8e-36
GCA_000017945-FLGBHGLA_11330	arCOG01432	-	Tryptophan_synthase_beta-subunit	E	5.6e-170
GCA_000017945-FLGBHGLA_11340	arCOG01491	FdhA	Anaerobic_dehydrogenase	C	1.6e-44
GCA_000017945-FLGBHGLA_11350	arCOG00060	MetC	Cystathionine_beta-lyase/cystathionine_gamma-synthase	E	3.6e-141
GCA_000017945-FLGBHGLA_11360	arCOG01327	Pnp	Purine_nucleoside_phosphorylase	F	2.7e-100
GCA_000017945-FLGBHGLA_11370	arCOG05994	-	Uncharacterized_protein	S	6.1e-29
GCA_000017945-FLGBHGLA_11380	arCOG04265	ZPR1	C4-type_Zn-finger_protein,_LSM1_interacting_protein	K	2e-55
GCA_000017945-FLGBHGLA_11390	arCOG04109	RPL42A	Ribosomal_protein_L44E	J	4.1e-25
GCA_000017945-FLGBHGLA_11400	arCOG00940	-	Radical_SAM_superfamily_enzyme	R	2.8e-52
GCA_000017945-FLGBHGLA_11410	arCOG00570	-	Geranylgeranyl_reductase,_flavoprotein	I	4.1e-82
GCA_000017945-FLGBHGLA_11420	arCOG01394	MurG	UDP-N-acetylglucosamine:LPS_N-acetylglucosamine_transferase	M	8.4e-78
GCA_000017945-FLGBHGLA_11430	arCOG04302	GlnS	Glutamyl-_or_glutaminyl-tRNA_synthetase	J	2.9e-169
GCA_000017945-FLGBHGLA_11440	arCOG01972	TrxA	Thiol-disulfide_isomerase_or_thioredoxin	O	7.8e-09
GCA_000017945-FLGBHGLA_11450	-	-	-	-	-
GCA_000017945-FLGBHGLA_11460	arCOG01111	PpsA	Phosphoenolpyruvate_synthase/pyruvate_phosphate_dikinase	G	2.1e-245
GCA_000017945-FLGBHGLA_11470	arCOG01446	Csa3	CRISPR-Cas_associated_transcriptional_regulator,_contains_CARF_and_HTH_domain	VK	1.6e-17
GCA_000017945-FLGBHGLA_11480	arCOG01773	-	SAM-dependent_methyltransferase	Q	9.3e-21
GCA_000017945-FLGBHGLA_11490	arCOG04181	-	Predicted_aspartic_protease_of_GPR/HybD_family	R	3.2e-135
GCA_000017945-FLGBHGLA_11500	arCOG01951	TmcA	tRNA(Met)_C34_N-acetyltransferase_TmcA	J	3e-98
GCA_000017945-FLGBHGLA_11510	arCOG02411	-	HicB_family_component_of_toxin-antitoxin_system,_antitoxin,_predicted_nuclease_of_the_RNAse_H_fold	V	1.5e-08
GCA_000017945-FLGBHGLA_11520	-	-	-	-	-
GCA_000017945-FLGBHGLA_11530	-	-	-	-	-
GCA_000017945-FLGBHGLA_11540	-	-	-	-	-
GCA_000017945-FLGBHGLA_11550	arCOG06079	-	Uncharacterized_protein	S	1.2e-32
GCA_000017945-FLGBHGLA_11560	arCOG01857	-	SpoU_rRNA_Methylase_family_enzyme	R	8.1e-67
GCA_000017945-FLGBHGLA_11570	arCOG04270	TFA1	Transcription_initiation_factor_IIE,_alpha_subunit	K	1.4e-32
GCA_000017945-FLGBHGLA_11580	arCOG04157	Dcm	Site-specific_DNA_methylase	L	2.8e-64
GCA_000017945-FLGBHGLA_11590	-	-	-	-	-
GCA_000017945-FLGBHGLA_11600	-	-	-	-	-
GCA_000017945-FLGBHGLA_11610	arCOG04277	Efp	Translation_elongation_factor_P_(EF-P)/translation_initiation_factor_5A_(eIF-5A)	J	1.9e-41
GCA_000017945-FLGBHGLA_11620	-	-	-	-	-
GCA_000017945-FLGBHGLA_11630	-	-	-	-	-
GCA_000017945-FLGBHGLA_11640	arCOG07524	-	Membrane-bound_multiheme_cytochrome_c_subunit	C	4.7e-178
GCA_000017945-FLGBHGLA_11650	arCOG00978	GCD14	tRNA(1-methyladenosine)_methyltransferase	J	3e-54
GCA_000017945-FLGBHGLA_11660	arCOG04195	-	CRISPR-associated_protein,_RecB_family_exonuclease	V	4e-68
GCA_000017945-FLGBHGLA_11670	arCOG01452	Cas1	CRISPR-associated_protein_Cas1	V	2.2e-46
GCA_000017945-FLGBHGLA_11680	arCOG04194	Cas2	CRISPR-associated_protein_Cas2	V	1.3e-14
GCA_000017945-FLGBHGLA_11690	arCOG00786	Cas4	CRISPR-associated_protein_Cas4,_RecB_family_exonuclease	V	3.5e-18
GCA_000017945-FLGBHGLA_11700	arCOG01443	Cas3''	HD_superfamily_nuclease	V	7.1e-35
GCA_000017945-FLGBHGLA_11710	arCOG01444	Cas3	CRISPR-associated_helicase_Cas3	V	1.5e-99
GCA_000017945-FLGBHGLA_11720	-	-	-	-	-
GCA_000017945-FLGBHGLA_11730	arCOG02670	Cas5	CRISPR-Cas_system_related_protein_Cas5,_RAMP_superfamily	V	1.2e-49
GCA_000017945-FLGBHGLA_11740	arCOG03617	Cas7	CRISPR-Cas_system_related_protein_Cas7,_RAMP_superfamily	V	1e-91
GCA_000017945-FLGBHGLA_11750	arCOG03823	Csa5SS	CRISPR-Cas_system_associated_protein,_predicted_small_subunit_of_CASCADE_complex	V	2.9e-20
GCA_000017945-FLGBHGLA_11760	arCOG01446	Csa3	CRISPR-Cas_associated_transcriptional_regulator,_contains_CARF_and_HTH_domain	VK	3.8e-17
GCA_000017945-FLGBHGLA_11770	arCOG01937	-	Archaeal_serine_protease,_S18_family	R	2e-110
GCA_000017945-FLGBHGLA_11780	arCOG01546	NuoH	NADH_dehydrogenase_subunit_H	C	1.3e-87
GCA_000017945-FLGBHGLA_11790	arCOG01543	NuoI	NADH_dehydrogenase_subunit_I	C	5.1e-24
GCA_000017945-FLGBHGLA_11800	arCOG04654	NuoJ	NADH_dehydrogenase_subunit_J	C	6e-18
GCA_000017945-FLGBHGLA_11810	arCOG03073	NuoK	NADH_dehydrogenase_subunit_4L_(K,kappa)	C	4.9e-14
GCA_000017945-FLGBHGLA_11820	arCOG01540	NuoN	NADH_dehydrogenase_subunit_N	C	6.2e-58
GCA_000017945-FLGBHGLA_11830	arCOG01186	Bud32	tRNA_A-37_threonylcarbamoyl_transferase_component_Bud32	J	9.3e-28
GCA_000017945-FLGBHGLA_11840	arCOG01561	TEF1	Translation_elongation_factor_EF-1_alpha,__GTPase	J	5.8e-177
GCA_000017945-FLGBHGLA_11850	arCOG01440	Cas6	CRISPR-Cas_system_related_protein,_RAMP_superfamily_Cas6_group	V	7.3e-40
GCA_000017945-FLGBHGLA_11860	arCOG01616	GEK1	D-aminoacyl-tRNA_deacylase,_involved_in_ethanol_tolerance	J	2.5e-59
GCA_000017945-FLGBHGLA_11870	arCOG06094	-	Uncharacterized_protein	S	1.3e-15
GCA_000017945-FLGBHGLA_11880	arCOG02942	RnhA	Ribonuclease_HI	L	2.1e-51
GCA_000017945-FLGBHGLA_11890	arCOG07626	-	Uncharacterized_protein	S	4.7e-64
